Sample,Project
PD6646m_lo0093,1805
PD6646m_lo0094,1805
PD7271b3,1805
PD7271c_lo0001,1805
PD7271c_lo0002,1805
PD7271c_lo0003,1805
PD7271c_lo0004,1805
PD7271c_lo0005,1805
PD7271c_lo0006,1805
PD7271c_lo0007,1805
PD7271c_lo0008,1805
PD7271c_lo0009,1805
PD7271c_lo0010,1805
PD7271c_lo0011,1805
PD7271c_lo0012,1805
PD7271c_lo0013,1805
PD7271c_lo0014,1805
PD7271c_lo0015,1805
PD7271c_lo0016,1805
PD7271c_lo0017,1805
PD7271c_lo0018,1805
PD7271c_lo0019,1805
PD7271c_lo0020,1805
PD7271c_lo0021,1805
PD7271c_lo0022,1805
PD7271c_lo0023,1805
PD7271c_lo0024,1805
PD7271c_lo0025,1805
PD7271c_lo0026,1805
PD7271c_lo0027,1805
PD7271c_lo0028,1805
PD7271c_lo0029,1805
PD7271c_lo0030,1805
PD7271c_lo0031,1805
PD7271c_lo0032,1805
PD7271c_lo0033,1805
PD7271c_lo0034,1805
PD7271c_lo0035,1805
PD7271c_lo0036,1805
PD7271c_lo0037,1805
PD7271c_lo0038,1805
PD7271c_lo0039,1805
PD7271c_lo0040,1805
PD7271c_lo0041,1805
PD7271c_lo0042,1805
PD7271c_lo0043,1805
PD7271c_lo0044,1805
PD7271c_lo0045,1805
PD7271c_lo0046,1805
PD7271c_lo0047,1805
PD7271c_lo0048,1805
PD7271c_lo0049,1805
PD7271c_lo0050,1805
PD7271c_lo0051,1805
PD7271c_lo0052,1805
PD7271c_lo0053,1805
PD7271c_lo0054,1805
PD7271c_lo0055,1805
PD7271c_lo0056,1805
PD7271c_lo0057,1805
PD7271c_lo0058,1805
PD7271c_lo0059,1805
PD7271c_lo0060,1805
PD7271c_lo0061,1805
PD7271c_lo0062,1805
PD7271c_lo0063,1805
PD7271c_lo0064,1805
PD7271c_lo0065,1805
PD7271c_lo0066,1805
PD7271c_lo0067,1805
PD7271c_lo0068,1805
PD7271c_lo0069,1805
PD7271c_lo0070,1805
PD7271c_lo0071,1805
PD7271c_lo0072,1805
PD7271c_lo0073,1805
PD7271c_lo0074,1805
PD7271c_lo0075,1805
PD7271c_lo0076,1805
PD7271c_lo0077,1805
PD7271c_lo0078,1805
PD7271c_lo0079,1805
PD7271c_lo0080,1805
PD7271c_lo0081,1805
PD7271c_lo0082,1805
PD7271c_lo0083,1805
PD7271c_lo0084,1805
PD7271c_lo0085,1805
PD7271c_lo0086,1805
PD7271c_lo0087,1805
PD7271c_lo0088,1805
PD7271c_lo0089,1805
PD7271c_lo0090,1805
PD7271c_lo0091,1805
PD7271c_lo0092,1805
PD7271c_lo0093,1805
PD7271c_lo0094,1805
PD9478aa,1805
PD9478ab,1805
PD9478ad,1805
PD9478ae,1805
PD9478af,1805
PD9478ah,1805
PD9478aj,1805
PD9478ak,1805
PD9478am,1805
PD9478an,1805
PD9478ap,1805
PD9478aq,1805
PD9478l,1805
PD9478n,1805
PD9478o,1805
PD9478p,1805
PD9478q,1805
PD9478r,1805
PD9478t,1805
PD9478v,1805
PD9478w,1805
PD9478z,1805
