sample_name	p.value	sd	nr_total_runs	fdr
8pcw_100	0.140016503197169	0.862439361864104	3	0.772039187557894
8pcw_101	0.290703205840799	1.75769222181382	6	0.772039187557894
8pcw_102	0.492978270290856	1.6409473889596	9	0.785827322497533
8pcw_103	0.949771219363484	1.4431370787625	6	1
8pcw_104	0.479500122186953	0.942809041582063	3	0.772039187557894
8pcw_105	0.369653496130398	1.71488436996984	9	0.772039187557894
8pcw_106	0.770587947225496	1.55876619995293	6	0.921322325037027
8pcw_107	0.924607096069377	1.62572999837409	7	1
8pcw_108	0.662520583540058	0.916515138991168	3	0.901336142723102
8pcw_109	0.260797976946239	1.3833221775543	7	0.772039187557894
8pcw_10	0.182221574933331	1.1780301787479	6	0.772039187557894
8pcw_110	1	1.09544511501033	4	1
8pcw_111	0.764062655972251	1.21151499992419	5	0.921322325037027
8pcw_112	0.753526421521246	1.71488436996984	8	0.921322325037027
8pcw_113	0.361310428526179	1.09544511501033	3	0.772039187557894
8pcw_114	0.479500122186954	0.471404520791031	2	0.772039187557894
8pcw_115	0.184547480349112	1.8087506592586	7	0.772039187557894
8pcw_116	0.126630457947617	0.916515138991168	2	0.772039187557894
8pcw_117	0.179712494879	1.49071198499986	8	0.772039187557894
8pcw_118	0.368419391881958	2.54126934554787	17	0.772039187557894
8pcw_119	0.157299207050285	0.942809041582063	5	0.772039187557894
8pcw_11	0.399644762153253	2.06213126384774	12	0.772039187557894
8pcw_120	0.716004795504331	1.1780301787479	4	0.918237854243979
8pcw_121	0.0482861076766816	0.940400840863405	2	0.772039187557894
8pcw_122	0.818117760239889	1.44948615067896	6	0.932329233286604
8pcw_123	0.687971316180641	1.3833221775543	6	0.914689136285625
8pcw_124	0.134341827302438	2.9965892469076	15	0.772039187557894
8pcw_125	0.661630268249371	2.03098725327079	9	0.901336142723102
8pcw_126	0.288989216858106	2.51491278671574	17	0.772039187557894
8pcw_127	0.317310507862914	0.5	2	0.772039187557894
8pcw_128	0.716004795504331	1.1780301787479	4	0.918237854243979
8pcw_129	0.789323346512533	2.11541856466496	12	0.921322325037027
8pcw_12	0.0951082795077238	1.79743406854583	11	0.772039187557894
8pcw_130	0.00559385454318318	2.33814428865196	6	0.772039187557894
8pcw_131	0.0151877713380323	1.36571933024762	4	0.772039187557894
8pcw_132	0.515560961225433	1.75769222181382	9	0.786790858217943
8pcw_133	0.787824426068446	1.71488436996984	7	0.921322325037027
8pcw_134	0.787824426068446	1.71488436996984	7	0.921322325037027
8pcw_135	0.135211017990584	1.42806340173155	9	0.772039187557894
8pcw_136	0.0282040896782954	1.75769222181382	4	0.772039187557894
8pcw_137	0.59230128143299	0.800313910155302	4	0.869980622641603
8pcw_138	0.577972541915428	1.79743406854583	7	0.855984650684874
8pcw_139	0.298595177563104	2.03098725327079	12	0.772039187557894
8pcw_13	0.625796062219458	1.75769222181382	7	0.884725532389374
8pcw_140	NA	0	1	NA
8pcw_141	0.3940662072797	1.71488436996984	6	0.772039187557894
8pcw_142	0.206089776985139	1.42361043360417	4	0.772039187557894
8pcw_143	0.326581427589862	0.906083690572227	5	0.772039187557894
8pcw_144	1	1.09544511501033	4	1
8pcw_145	0.35074823105198	1.55876619995293	5	0.772039187557894
8pcw_146	0.492978270290856	1.6409473889596	9	0.785827322497533
8pcw_147	0.753526421521246	1.71488436996984	8	0.921322325037027
8pcw_148	1	1.22474487139159	5	1
8pcw_149	0.220671361919847	0.489897948556636	2	0.772039187557894
8pcw_14	0.823424678971075	2.33814428865196	13	0.932329233286604
8pcw_150	0.723673609831763	0.942809041582063	4	0.918237854243979
8pcw_151	0.512690760261923	0.916515138991168	4	0.785827322497533
8pcw_152	0.879257207124831	0.940400840863405	4	0.976643290192454
8pcw_153	0.0219467710032468	1.30930734141595	8	0.772039187557894
8pcw_154	1	0.816496580927726	3	1
8pcw_155	0.449691797968891	1.4431370787625	5	0.772039187557894
8pcw_156	0.601766098589362	1.17920843975045	5	0.869980622641603
8pcw_157	0.182221574933331	1.1780301787479	6	0.772039187557894
