sample_name	p.value	fraction_strand_switches	conf_low	conf_high	nr_strand_switches	max_possible_switches	fdr
18pcw_100	0.4239501953125	0.642857142857143	0.351380110615992	0.872401570140841	9	14	1
18pcw_101	1	0.428571428571429	0.0989882784425079	0.815948432359917	3	7	1
18pcw_102	1	0.428571428571429	0.0989882784425079	0.815948432359917	3	7	1
18pcw_103	0.6875	0.666666666666667	0.222778095503512	0.956728131707258	4	6	1
18pcw_104	1	0.5	0.187086028447399	0.812913971552601	5	10	1
18pcw_105	1	0.571428571428571	0.184051567640083	0.901011721557492	4	7	1
18pcw_106	0.50344467163086	0.6	0.36054258730749	0.808809939274693	12	20	1
18pcw_107	0.454498291015625	0.625	0.354346094302078	0.848016324918878	10	16	1
18pcw_108	1	0.461538461538462	0.192232441801288	0.748654517729696	6	13	1
18pcw_109	1	0.5	0.230360541448062	0.769639458551938	7	14	1
18pcw_10	1	0.5	0.210944638239297	0.789055361760703	6	12	1
18pcw_110	0.6875	0.666666666666667	0.222778095503512	0.956728131707258	4	6	1
18pcw_111	1	0.538461538461538	0.251345482270304	0.807767558198712	7	13	1
18pcw_112	1	0.461538461538462	0.192232441801288	0.748654517729696	6	13	1
18pcw_113	0.21875	0.166666666666667	0.00421074451448947	0.641234578997675	1	6	1
18pcw_114	0.21875	0.166666666666667	0.00421074451448947	0.641234578997675	1	6	1
18pcw_115	1	0.5	0.157012770487058	0.842987229512942	4	8	1
18pcw_116	0.34375	0.7	0.347547149940003	0.933260488822266	7	10	1
18pcw_117	0.344928450882435	0.392857142857143	0.215042829160961	0.594231793512437	11	28	1
18pcw_118	1	0.333333333333333	0.00840375865961264	0.905700675949754	1	3	1
18pcw_119	1	0.5	0.0125791170934251	0.987420882906575	1	2	1
18pcw_11	0.2890625	0.25	0.0318540262499442	0.650855794412824	2	8	1
18pcw_120	1	0.5	0.157012770487058	0.842987229512942	4	8	1
18pcw_121	0.75390625	0.4	0.121552258119827	0.737621923393055	4	10	1
18pcw_122	1	0.444444444444444	0.136995662265167	0.787991493221132	4	9	1
18pcw_123	1	0.5	0.118117248757025	0.881882751242975	3	6	1
18pcw_124	1	0.555555555555556	0.212008506778868	0.863004337734833	5	9	1
18pcw_125	0.548828125	0.636363636363636	0.307904715011677	0.890736556180902	7	11	1
18pcw_126	1	0.666666666666667	0.0942993240502461	0.991596241340387	2	3	1
18pcw_127	0.548828125	0.636363636363636	0.307904715011677	0.890736556180902	7	11	1
18pcw_128	1	0.461538461538462	0.192232441801288	0.748654517729696	6	13	1
18pcw_129	0.09228515625	0.230769230769231	0.0503810734911515	0.538131539234041	3	13	1
18pcw_12	0.2265625	0.727272727272727	0.390257440427579	0.939782265827093	8	11	1
18pcw_130	0.75390625	0.6	0.262378076606945	0.878447741880173	6	10	1
18pcw_131	0.0625	1	0.478176249895019	1	5	5	1
18pcw_132	0.663623809814453	0.571428571428571	0.340206309280275	0.78180314311487	12	21	1
18pcw_133	0.1795654296875	0.714285714285714	0.418964742816338	0.916110681692872	10	14	1
18pcw_134	0.803619384765625	0.4375	0.197534140532668	0.701223100916823	7	16	1
18pcw_135	0.75390625	0.4	0.121552258119827	0.737621923393055	4	10	1
18pcw_136	0.79052734375	0.571428571428571	0.288609400038307	0.823388910017882	8	14	1
18pcw_137	1	0.5	0.118117248757025	0.881882751242975	3	6	1
18pcw_138	1	0.5	0.118117248757025	0.881882751242975	3	6	1
18pcw_139	1	0.428571428571429	0.0989882784425079	0.815948432359917	3	7	1
