sample_name	p.value	fraction_strand_switches	conf_low	conf_high	nr_strand_switches	max_possible_switches	fdr
PD48367c_10	0.0760002949367475	0.457516339869281	0.411252542861778	0.50433093306825	210	459	0.495533779350571
PD48367c_11	0.756143894545578	0.504353650368386	0.478670060342851	0.530020083474745	753	1493	0.892532534690575
PD48367c_12	0.104809803549629	0.514612452350699	0.496988053060421	0.532209671550707	1620	3148	0.495533779350571
PD48367c_13	0.106225472374384	0.556561085972851	0.488416538952446	0.623167787204387	123	221	0.495533779350571
PD48367c_14	0.13117070629868	0.450592885375494	0.388206083910917	0.514150801155556	114	253	0.495533779350571
PD48367c_15	0.787528707079919	0.491279069767442	0.437269823707378	0.545439698537948	169	344	0.892532534690575
PD48367c_16	0.777589557806921	0.506514657980456	0.466205041991723	0.546761345294437	311	614	0.892532534690575
PD48367c_17	0.368466781982769	0.518348623853211	0.479280547245323	0.557250409042275	339	654	0.851707613076564
PD48367c_19	0.31232680747327	0.416666666666667	0.276127423864464	0.56786828865926	20	48	0.851707613076564
PD48367c_1	0.391288236394858	0.50667916569018	0.491560820653343	0.521788359316714	2162	4267	0.851707613076564
PD48367c_20	0.148925746234942	0.509825327510917	0.496515760017191	0.52312445510879	2802	5496	0.506347537198804
PD48367c_21	0.126128369210685	0.480181936322287	0.454954403702012	0.505485217642301	739	1539	0.495533779350571
PD48367c_22	0.731386755020643	0.514150943396226	0.444727858431003	0.583172805522055	109	212	0.892532534690575
PD48367c_23	0.0878169122025712	0.530973451327434	0.49550364593088	0.566211602038827	420	791	0.495533779350571
PD48367c_24	0.44840131236139	0.476190476190476	0.417893995999922	0.534971554939259	140	294	0.851707613076564
PD48367c_25	0.585269846284408	0.505311614730878	0.486697119126653	0.523915090233223	1427	2824	0.851707613076564
PD48367c_26	0.359202810111062	0.50875350140056	0.490242755482468	0.527246290889829	1453	2856	0.851707613076564
PD48367c_27	0.318385369413886	0.464601769911504	0.398210113337058	0.531934126123823	105	226	0.851707613076564
PD48367c_28	0.565711784755121	0.518151815181518	0.460300792895154	0.575644514612815	157	303	0.851707613076564
PD48367c_29	0.932686755451367	0.492857142857143	0.407409765467478	0.578613077223654	69	140	0.966973811612705
PD48367c_2	0.575649778518841	0.488857938718663	0.451708337944407	0.526099429172156	351	718	0.851707613076564
PD48367c_30	0.762036219529245	0.479591836734694	0.377571362962224	0.582878533177116	47	98	0.892532534690575
PD48367c_31	0.115065660972381	0.4746772591857	0.44345114501112	0.506051807039866	478	1007	0.495533779350571
PD48367c_32	0.754753009759179	0.49203187250996	0.44746084003752	0.536697254577465	247	502	0.892532534690575
PD48367c_33	0.900424164606648	0.499138875841553	0.486801127300124	0.511477411242711	3188	6387	0.966973811612705
PD48367c_34	0.471286103219606	0.467948717948718	0.387725945863069	0.549412136747365	73	156	0.851707613076564
PD48367c_35	0.0520057549969649	0.421686746987952	0.345565765772964	0.50065523341436	70	166	0.495533779350571
PD48367c_3	0.577742835865374	0.474683544303797	0.394789584662404	0.555544832473622	75	158	0.851707613076564
PD48367c_4	1	0.491228070175439	0.356296487194425	0.627102142720443	28	57	1
PD48367c_5	0.0607433520934901	0.452554744525547	0.403710608578293	0.50208677094093	186	411	0.495533779350571
PD48367c_6	0.502987761527484	0.507469654528478	0.486066364771995	0.528852478220399	1087	2142	0.851707613076564
PD48367c_7	0.601205373936398	0.487666034155598	0.444214124251522	0.531256985283103	257	527	0.851707613076564
PD48367c_8	0.448098663512727	0.513674197384067	0.479302352346538	0.547949911374138	432	841	0.851707613076564
PD48367c_9	0.938533405388802	0.505952380952381	0.427860353653582	0.583830716685621	85	168	0.966973811612705
