sample_name	p.value	sd	nr_total_runs	fdr
Pair11_100	0.240980556337178	14.2239781868009	423	0.932855718610532
Pair11_101	0.0389724678970421	13.9865900301145	364	0.932855718610532
Pair11_102	0.760985987264615	14.2063758398768	401	0.979958672603203
Pair11_103	0.718523734630573	12.4289743047464	306	0.974774610245762
Pair11_104	0.264881730545185	12.5597149355547	331	0.932855718610532
Pair11_105	0.727363216040896	12.9607505545893	342	0.974774610245762
Pair11_106	0.244665342432929	13.6253552753632	390	0.932855718610532
Pair11_107	0.206010355084577	12.8756514930256	317	0.932855718610532
Pair11_108	0.990254797132808	12.5957787163882	319	1
Pair11_109	0.456674167887293	6.04109976659301	70	0.93586044264227
Pair11_10	0.325889969385419	11.659956690639	262	0.932855718610532
Pair11_110	0.330792136588827	10.769056645958	223	0.932855718610532
Pair11_111	0.995202641230902	12.7543301624397	327	1
Pair11_112	0.362052778227718	9.32726374401073	184	0.932855718610532
Pair11_113	0.690598904690924	9.93498453817749	195	0.974774610245762
Pair11_114	0.120385172846945	7.36914581033387	122	0.932855718610532
Pair11_115	0.0543111754930592	8.17155730838482	151	0.932855718610532
Pair11_116	0.50193531773456	9.94625672151116	193	0.944344262204724
Pair11_117	0.043754433660145	10.0834010893355	227	0.932855718610532
Pair11_118	0.572198312308875	12.8950786510343	327	0.947674124888537
Pair11_119	0.989609881455598	14.5838862229043	427	1
Pair11_11	0.862053899418687	14.2998053184664	408	0.991341397603145
Pair11_120	0.289190970641242	11.8892550856895	273	0.932855718610532
Pair11_121	0.233248539713715	13.219010865851	367	0.932855718610532
Pair11_122	0.423795794858013	12.4377645709787	301	0.932855718610532
Pair11_123	0.996218555859562	13.808846183996	383	1
Pair11_124	0.341642266175943	14.5819583752629	441	0.932855718610532
Pair11_125	0.195211775364305	13.9269615701667	408	0.932855718610532
Pair11_126	0.565168929634885	14.2066482507815	414	0.945898123321155
Pair11_127	0.686963110795519	14.1402990040937	396	0.974774610245762
Pair11_128	0.116468919233695	15.2888761071676	493	0.932855718610532
Pair11_129	0.31340858836625	14.2063758398768	391	0.932855718610532
Pair11_12	0.705435094598125	14.6729766964352	427	0.974774610245762
Pair11_130	0.690864915138721	15.8101994810545	508	0.974774610245762
Pair11_131	0.147996749896817	15.1361577774981	482	0.932855718610532
Pair11_132	0.21223130751621	13.2827572071835	372	0.932855718610532
Pair11_133	0.512485702223324	13.2226772867386	360	0.944344262204724
Pair11_134	0.139353732346073	9.21306343543907	185	0.932855718610532
Pair11_135	0.607713576458303	13.7188640225199	385	0.953340435306556
Pair11_136	0.696985643393348	10.3313066464447	221	0.974774610245762
Pair11_137	0.9513515877884	12.176075774812	299	0.999128702159719
Pair11_138	0.0688956810717472	11.7426050246993	299	0.932855718610532
Pair11_139	0.264394792206288	11.481026813053	253	0.932855718610532
Pair11_13	0.105397300185673	9.88746422791143	182	0.932855718610532
Pair11_140	0.399421275066709	11.9755046837415	300	0.932855718610532
Pair11_141	0.0836662346054261	11.2450516705078	235	0.932855718610532
Pair11_142	0.196221506561654	16.9582780611888	599	0.932855718610532
Pair11_143	0.0622537156121212	14.2044369780209	432	0.932855718610532
Pair11_144	0.862572355145408	13.9972361069971	391	0.991341397603145
Pair11_145	0.279506576186545	11.4197330087493	277	0.932855718610532
Pair11_146	0.283034138305072	15.4544727480221	463	0.932855718610532
Pair11_147	0.0099291569707074	15.1398438006855	499	0.781784124934971
Pair11_148	0.661379688650348	10.2091443746186	207	0.974774610245762
Pair11_149	0.604010670844495	16.4609368952409	552	0.952925331610327
Pair11_14	0.753691708952909	9.57830277757825	188	0.974774610245762
Pair11_150	0.289435620734202	14.849880301188	459	0.932855718610532
Pair11_151	0.828534584104718	10.2965765833969	216	0.991341397603145
Pair11_152	0.300158739093092	10.1236575224165	196	0.932855718610532
Pair11_153	0.586354765164043	9.91951916771881	193	0.952524232531228
Pair11_154	0.451482317028128	9.36472951214224	184	0.932855718610532
Pair11_155	0.0949217680832646	9.14990849441513	185	0.932855718610532
Pair11_156	0.587275171354323	9.64286992525318	183	0.952524232531228
Pair11_157	0.555496268141994	10.185508821544	215	0.945898123321155
Pair11_158	0.220711328928486	9.38011419754816	166	0.932855718610532
Pair11_159	0.6612181779295	10.2712329130028	217	0.974774610245762
Pair11_15	0.997923836525052	9.15016097671254	169	1
Pair11_160	0.590029262304005	10.2605183530301	207	0.952925331610327
Pair11_161	0.990780175749703	10.2533387785943	212	1
Pair11_162	0.0976971003527243	9.5278553554916	168	0.932855718610532
Pair11_163	0.12240449605456	9.48135341886253	167	0.932855718610532
Pair11_164	0.529498941982403	10.4836832388067	228	0.944344262204724
Pair11_165	0.52505093110309	9.88860290724258	191	0.944344262204724
Pair11_166	0.798861031292097	8.73064638424214	152	0.991288304381256
Pair11_167	0.247615697641422	9.58326422187242	176	0.932855718610532
Pair11_168	0.385841321469662	10.3299255847913	206	0.932855718610532
Pair11_169	0.892391513753302	11.3039430135148	256	0.994644050520642
Pair11_16	0.740534314554915	10.6523226797801	232	0.974774610245762
Pair11_170	0.719238218145865	10.5132689929101	219	0.974774610245762
Pair11_171	0.41520031747421	9.37486427828578	170	0.932855718610532
Pair11_172	0.325219384371091	9.81545133432535	204	0.932855718610532
Pair11_173	0.561512661738361	14.7209219793359	445	0.945898123321155
Pair11_174	0.0616594465921554	14.5292267859115	451	0.932855718610532
Pair11_175	0.721143505423754	15.0624028349546	450	0.974774610245762
Pair11_176	0.891073723165215	13.6151917213433	373	0.994644050520642
Pair11_177	0.137433056216002	15.4838541491382	504	0.932855718610532
Pair11_178	0.660116107948683	9.15016097671254	173	0.974774610245762
Pair11_179	0.901408811291806	9.19856087023855	173	0.995094632703988
Pair11_17	0.142568183407286	11.246805339513	238	0.932855718610532
Pair11_180	0.976013699413195	7.10389959723015	103	1
Pair11_181	0.251269428081467	6.6090873581088	98	0.932855718610532
Pair11_182	0.86004864098428	7.47868677714089	115	0.991341397603145
Pair11_183	0.60067791341154	9.55245073625052	189	0.952925331610327
Pair11_184	0.105893185152383	8.71277021422394	168	0.932855718610532
Pair11_185	0.681010513711827	6.04223818152289	74	0.974774610245762
Pair11_186	0.670472790189331	7.16245507695051	102	0.974774610245762
Pair11_187	0.868763092571956	6.24249619516301	81	0.991341397603145
Pair11_188	0.854573112842214	3.84598688989131	32	0.991341397603145
Pair11_189	0.00238458262807906	8.42151274612504	170	0.462609029847337
Pair11_18	0.464559415060415	12.416468872986	319	0.939626502063324
Pair11_190	0.707200045760503	6.74821638328094	91	0.974774610245762
Pair11_191	0.840187302550884	7.44960614690822	114	0.991341397603145
Pair11_192	0.321731505737032	9.52928270497355	193	0.932855718610532
Pair11_193	0.157299207050285	0.471404520791031	3	0.932855718610532
Pair11_194	0.0770998717435418	0.942809041582063	2	0.932855718610532
Pair11_195	0.958902957776957	9.9241107111206	199	0.999128702159719
Pair11_196	0.653909035096349	5.56722408386801	61	0.974774610245762
Pair11_197	0.0265029193249253	5.09378054234761	65	0.932855718610532
Pair11_198	0.963782330601212	6.47726137561483	86	0.999859744046177
Pair11_199	0.62414067339807	5.61235455241802	62	0.958735481696864
Pair11_19	0.214088380829927	8.33063881168501	151	0.932855718610532
Pair11_1	0.939191156664113	16.9545408316309	578	0.995645269906218
Pair11_200	0.751785852139267	8.76242821292495	154	0.974774610245762
Pair11_201	0.132049784886665	9.602732467871	172	0.932855718610532
Pair11_202	0.249434005345216	12.2733590840167	289	0.932855718610532
Pair11_203	0.423457270870863	13.0950922486312	334	0.932855718610532
Pair11_204	0.752373948561504	16.1448412511012	528	0.974774610245762
Pair11_205	0.503374953857234	14.8211978267545	431	0.944344262204724
Pair11_206	0.93881773737604	15.2832158832931	470	0.995645269906218
Pair11_207	0.780300397805511	15.3060206230659	468	0.988781681933155
Pair11_208	0.34952566325987	16.5680209244928	535	0.932855718610532
Pair11_209	0.446226946557909	9.45809075270953	174	0.932855718610532
Pair11_20	0.857885866778874	11.1913143538166	254	0.991341397603145
Pair11_210	0.995778352141883	9.94723618002551	200	1
Pair11_211	0.0943242932460846	11.3475447067868	279	0.932855718610532
Pair11_212	0.906185833905694	12.6685678836797	321	0.995094632703988
Pair11_213	0.384249333037995	12.0190372425059	280	0.932855718610532
Pair11_214	0.184955205112912	13.2274220667077	369	0.932855718610532
Pair11_215	0.905890289324695	13.588365978952	373	0.995094632703988
Pair11_216	0.101943845216146	12.7934908323628	308	0.932855718610532
Pair11_217	0.812276320263217	12.5391057637669	314	0.991288304381256
Pair11_218	0.377323128866998	7.81791335321647	133	0.932855718610532
Pair11_219	0.298675022453668	14.4307762024543	403	0.932855718610532
Pair11_21	0.245487040458405	8.72543250136079	144	0.932855718610532
