mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
26	545	KX003_5_01	545	789	551	858	69	3	PASS	simulation	5.22628689915051
38	569	KX003_5_01	569	692	570	710	18	3	PASS	simulation	5.27274120322772
59	537	KX003_5_01	537	705	538	729	24	3	PASS	simulation	5.25882708481852
65	589	KX003_5_01	589	672	590	712	40	3	PASS	simulation	5.28331384778621
67	541	KX003_5_01	541	563	544	762	199	5	PASS	simulation	5.31539002874128
82	452	KX003_5_01	452	640	454	722	82	4	PASS	simulation	6.42944188346445
84	553	KX003_5_01	553	740	559	857	117	5	PASS	simulation	5.32943665680855
95	611	KX003_5_01	611	514	612	537	23	3	PASS	simulation	5.29857340025646
113	340	KX003_5_01	340	598	345	751	153	7	PASS	simulation	6.71184606957145
115	535	KX003_5_01	535	531	536	552	21	3	PASS	simulation	5.24853936969
120	537	KX003_5_01	537	705	538	729	24	3	PASS	simulation	5.20490080518042
126	501	KX003_5_01	501	527	503	715	188	4	PASS	simulation	5.50222999419784
128	585	KX003_5_01	585	587	587	639	52	4	PASS	simulation	5.25344558626503
136	516	KX003_5_01	516	787	517	801	14	3	PASS	simulation	5.27226110883015
153	589	KX003_5_01	589	672	593	745	73	4	PASS	simulation	5.28147491286403
154	541	KX003_5_01	541	563	542	597	34	3	PASS	simulation	5.25993842507982
170	537	KX003_5_01	537	705	537	705	0	2	PASS	simulation	6.73048544383668
175	387	KX003_5_01	387	869	388	919	50	3	PASS	simulation	6.47222988145559
180	524	KX003_5_01	524	478	525	546	68	3	PASS	simulation	5.35896065534905
206	502	KX003_5_01	502	665	503	715	50	3	PASS	simulation	6.05065044994093
207	464	KX003_5_01	464	641	468	726	85	5	PASS	simulation	6.26385344477162
208	452	KX003_5_01	452	640	454	722	82	4	PASS	simulation	6.42944188346445
209	472	KX003_5_01	472	934	474	963	29	4	PASS	simulation	5.30587804794843
