mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
2	37	PD37454	37	1334	38	2058	724	3	PASS	simulation	3.58785721582802
5	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.52473812758278
6	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.52438266876454
9	37	PD37454	37	1334	38	2058	724	3	PASS	simulation	3.58785721582802
10	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.52473812758278
11	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.52473812758278
17	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.70148393760171
18	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.70148393760171
19	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.52438266876454
22	37	PD37454	37	1334	38	2058	724	3	PASS	simulation	3.54704839069307
25	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.52438266876454
29	37	PD37454	37	1334	38	2058	724	3	PASS	simulation	3.54704839069307
30	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.52438266876454
35	37	PD37454	37	1334	38	2058	724	3	PASS	simulation	3.54704839069307
37	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.5587515703958
41	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.52473812758278
43	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.5587515703958
44	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.52473812758278
45	55	PD37454	55	998	57	1048	50	4	PASS	simulation	4.64597296945346
48	37	PD37454	37	1334	38	2058	724	3	PASS	simulation	3.58785721582802
49	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.5587515703958
52	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.5587515703958
54	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.52473812758278
58	44	PD37454	44	58	45	991	933	3	PASS	simulation	4.45839410624033
59	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.5587515703958
61	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.52438266876454
62	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.5587515703958
63	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.5587515703958
74	51	PD37454	51	955	52	1250	295	3	PASS	simulation	3.70148393760171
75	37	PD37454	37	1334	38	2058	724	3	PASS	simulation	3.58785721582802
76	39	PD37454	39	857	40	1075	218	3	PASS	simulation	3.52438266876454
