mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
3	79	PD34204	79	1550	80	2027	477	3	PASS	simulation	4.26774996400302
6	85	PD34204	79	1550	80	2027	477	3	PASS	simulation	4.32947226251245
8	93	PD34204	93	3118	94	5308	2190	3	PASS	simulation	4.40799891716096
10	79	PD34204	79	1550	85	4616	3066	4	PASS	simulation	4.58816136975379
11	95	PD34204	95	6256	96	6660	404	3	PASS	simulation	4.12920206443702
12	113	PD34204	113	2600	114	2662	62	3	PASS	simulation	4.12031812858441
13	81	PD34204	81	4273	84	4707	434	3	PASS	simulation	4.35630370461712
16	89	PD34204	89	4464	90	5774	1310	3	PASS	simulation	4.32746015773297
22	81	PD34204	81	4273	82	4714	441	3	PASS	simulation	4.66183420150778
36	88	PD34204	88	2140	89	4464	2324	3	PASS	simulation	4.16070689492911
40	92	PD34204	92	1876	94	5308	3432	4	PASS	simulation	4.24061973980324
41	89	PD34204	89	4464	90	5774	1310	3	PASS	simulation	4.33662030756583
44	112	PD34204	112	1397	114	2662	1265	4	PASS	simulation	4.05680010001752
45	67	PD34204	67	3193	70	5718	2525	5	PASS	simulation	4.11055616289953
48	68	PD34204	68	5151	70	5718	567	4	PASS	simulation	4.32021354753282
64	79	PD34204	79	1550	80	2027	477	3	PASS	simulation	4.26774996400302
70	72	PD34204	72	66	78	415	349	6	PASS	simulation	6.0374293379517
84	89	PD34204	89	4464	90	5774	1310	3	PASS	simulation	4.33662030756583
87	95	PD34204	95	6256	96	6660	404	3	PASS	simulation	4.21588196996172
89	113	PD34204	113	2600	114	2662	62	3	PASS	simulation	4.12031812858441
96	68	PD34204	68	5151	70	5718	567	4	PASS	simulation	4.32021354753282
101	81	PD34204	81	4273	82	4714	441	3	PASS	simulation	4.39635528377324
104	97	PD34204	97	115	98	1119	1004	3	PASS	simulation	5.35973543068453
111	67	PD34204	67	3193	69	5378	2185	4	PASS	simulation	3.98790922307082
118	104	PD34204	104	1792	105	2064	272	3	PASS	simulation	4.53680291295995
122	92	PD34204	92	1876	95	6256	4380	3	PASS	simulation	4.5294011943567
123	88	PD34204	88	2140	90	5774	3634	4	PASS	simulation	4.42478910039546
127	67	PD34204	67	3193	69	5378	2185	4	PASS	simulation	4.70292888682436
131	112	PD34204	112	1397	113	2600	1203	3	PASS	simulation	5.80423696889717
134	81	PD34204	81	4273	84	4707	434	3	PASS	simulation	4.47651960242932
141	85	PD34204	79	1550	80	2027	477	3	PASS	simulation	4.32947226251245
143	95	PD34204	92	1876	93	3118	1242	3	PASS	simulation	4.13393298792863
151	92	PD34204	92	1876	93	3118	1242	3	PASS	simulation	4.13393298792863
162	92	PD34204	92	1876	96	6660	4784	4	PASS	simulation	4.59585530726754
165	112	PD34204	112	1397	113	2600	1203	3	PASS	simulation	4.05994398577449
171	104	PD34204	104	1792	105	2064	272	3	PASS	simulation	4.51999561173804
187	95	PD34204	95	6256	96	6660	404	3	PASS	simulation	4.12920206443702
192	113	PD34204	113	2600	114	2662	62	3	PASS	simulation	4.11578369024929
194	92	PD34204	92	1876	93	3118	1242	3	PASS	simulation	4.13393298792863
206	68	PD34204	68	5151	69	5378	227	3	PASS	simulation	4.19756660770411
209	95	PD34204	95	6256	96	6660	404	3	PASS	simulation	4.21588196996172
212	92	PD34204	92	1876	93	3118	1242	3	PASS	simulation	4.13393298792863
213	112	PD34204	112	1397	113	2600	1203	3	PASS	simulation	4.05994398577449
221	92	PD34204	92	1876	93	3118	1242	3	PASS	simulation	4.13393298792863
222	113	PD34204	113	2600	114	2662	62	3	PASS	simulation	4.11578369024929
223	113	PD34204	113	2600	114	2662	62	3	PASS	simulation	4.12031812858441
228	113	PD34204	113	2600	114	2662	62	3	PASS	simulation	4.11578369024929
230	68	PD34204	68	5151	69	5378	227	3	PASS	simulation	4.19756660770411
233	92	PD34204	92	1876	94	5308	3432	4	PASS	simulation	4.26298954983189
235	79	PD34204	79	1550	81	4273	2723	4	PASS	simulation	5.04339228492538
242	89	PD34204	89	4464	90	5774	1310	3	PASS	simulation	4.32746015773297
248	89	PD34204	89	4464	90	5774	1310	3	PASS	simulation	4.32746015773297
250	95	PD34204	95	6256	96	6660	404	3	PASS	simulation	4.12920206443702
251	92	PD34204	92	1876	94	5308	3432	4	PASS	simulation	4.24061973980324
258	95	PD34204	95	6256	95	6256	0	2	PASS	simulation	4.48802240035232
270	88	PD34204	88	2140	89	4464	2324	3	PASS	simulation	4.16070689492911
273	112	PD34204	112	1397	114	2662	1265	4	PASS	simulation	4.06133453835265
274	76	PD34204	76	194	80	2027	1833	6	PASS	simulation	5.25828783630524
276	112	PD34204	112	1397	114	2662	1265	4	PASS	simulation	4.05680010001752
280	95	PD34204	95	6256	96	6660	404	3	PASS	simulation	4.12920206443702
293	77	PD34204	77	243	78	415	172	3	PASS	simulation	5.73541342930607
296	113	PD34204	113	2600	114	2662	62	3	PASS	simulation	4.11578369024929
300	78	PD34204	78	415	80	2027	1612	4	PASS	simulation	5.14893967713404
304	89	PD34204	89	4464	90	5774	1310	3	PASS	simulation	4.33662030756583
306	98	PD34204	98	1119	99	3450	2331	3	PASS	simulation	4.78916825474598
