mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
15	503	KX002_2_01	503	268	505	304	36	3	PASS	simulation	6.05255180765377
27	576	KX002_2_01	576	19	577	25	6	3	PASS	simulation	7.95891701174938
28	502	KX002_2_01	502	174	505	304	130	4	PASS	simulation	5.83060984238127
29	536	KX002_2_01	536	13	539	21	8	5	PASS	simulation	7.17764594816392
41	441	KX002_2_01	441	177	442	249	72	3	PASS	simulation	5.84859294333837
50	502	KX002_2_01	502	174	504	330	156	4	PASS	simulation	5.87961606573884
54	502	KX002_2_01	502	174	503	268	94	3	PASS	simulation	6.79018118532567
68	516	KX002_2_01	516	14	516	14	0	2	PASS	simulation	9.59906705268548
90	523	KX002_2_01	523	27	525	31	4	4	PASS	simulation	6.59426816980371
92	441	KX002_2_01	441	177	442	249	72	3	PASS	simulation	5.84859294333837
97	619	KX002_2_01	619	21	621	23	2	4	PASS	simulation	6.63402222162042
124	502	KX002_2_01	502	174	504	330	156	4	PASS	simulation	5.89623457777359
140	545	KX002_2_01	545	12	548	23	11	6	PASS	simulation	7.6098150462187
162	503	KX002_2_01	503	268	505	304	36	3	PASS	simulation	6.06430786481343
163	595	KX002_2_01	595	15	596	21	6	3	PASS	simulation	7.05832058844164
166	397	KX002_2_01	397	22	398	27	5	4	PASS	simulation	7.305336295763
167	502	KX002_2_01	502	174	504	330	156	4	PASS	simulation	5.89623457777359
168	624	KX002_2_01	624	18	626	23	5	6	PASS	simulation	6.82285030207903
169	502	KX002_2_01	502	174	505	304	130	4	PASS	simulation	5.83060984238127
171	502	KX002_2_01	502	174	505	304	130	4	PASS	simulation	5.81885378522161
177	573	KX002_2_01	573	19	574	20	1	3	PASS	simulation	7.88213671940972
183	441	KX002_2_01	441	177	442	249	72	3	PASS	simulation	5.84859294333837
209	649	KX002_2_01	649	16	651	17	1	3	PASS	simulation	6.72323439569505
233	502	KX002_2_01	502	174	503	268	94	3	PASS	simulation	6.5540919965947
234	503	KX002_2_01	503	268	504	330	62	3	PASS	simulation	6.11331408817099
237	617	KX002_2_01	617	8	618	11	3	4	PASS	simulation	7.37548459026012
240	472	KX002_2_01	472	16	474	17	1	3	PASS	simulation	6.79198323970335
262	502	KX002_2_01	502	174	504	330	156	4	PASS	simulation	5.87961606573884
263	502	KX002_2_01	502	174	504	330	156	4	PASS	simulation	5.89623457777359
265	502	KX002_2_01	502	174	503	268	94	3	PASS	simulation	6.79018118532567
282	444	KX002_2_01	444	18	446	21	3	5	PASS	simulation	7.36522518840987
302	644	KX002_2_01	644	9	646	12	3	4	PASS	simulation	7.00726069572307
303	556	KX002_2_01	556	14	557	17	3	7	PASS	simulation	7.01713002998758
304	524	KX002_2_01	524	30	525	31	1	3	PASS	simulation	7.40224630877105
305	624	KX002_2_01	624	18	626	23	5	6	PASS	simulation	6.82285030207903
