mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
1	92	PD5163	92	215	95	249	34	5	PASS	simulation	4.27068126083799
5	102	PD5163	102	206	106	301	95	5	PASS	simulation	4.27642673816658
17	110	PD5163	109	14	113	21	7	3	PASS	simulation	6.5557479166958
21	84	PD5163	84	20	85	22	2	4	PASS	simulation	5.34406526489468
25	126	PD5163	126	14	127	15	1	3	PASS	simulation	5.74783004523862
29	103	PD5163	103	258	105	355	97	4	PASS	simulation	4.90861204221768
32	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
45	107	PD5163	107	356	108	389	33	3	PASS	simulation	4.93012536911873
46	92	PD5163	92	215	93	224	9	3	PASS	simulation	4.25868086235276
48	125	PD5163	125	9	126	14	5	3	PASS	simulation	8.29258689937945
51	125	PD5163	125	9	127	15	6	4	PASS	simulation	5.53367500698147
53	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
54	107	PD5163	107	356	108	389	33	3	PASS	simulation	4.93012536911873
57	81	PD5163	81	20	82	24	4	4	PASS	simulation	6.03013580964902
59	110	PD5163	110	16	111	17	1	5	PASS	simulation	6.10194399053163
61	104	PD5163	104	274	108	389	115	5	PASS	simulation	5.47568306000379
63	97	PD5163	97	13	99	25	12	3	PASS	simulation	5.97105750865384
64	80	PD5163	80	17	82	24	7	5	PASS	simulation	6.03013580964902
66	78	PD5163	78	14	82	24	10	6	PASS	simulation	5.90519707304072
72	126	PD5163	126	14	127	15	1	3	PASS	simulation	5.74783004523862
75	102	PD5163	102	206	108	389	183	7	PASS	simulation	4.39424573365194
77	84	PD5163	84	20	85	22	2	4	PASS	simulation	5.34406526489468
88	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
92	102	PD5163	102	206	106	301	95	5	PASS	simulation	4.27642673816658
112	106	PD5163	106	301	107	356	55	3	PASS	simulation	5.25795844275413
113	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.05278708093235
121	114	PD5163	114	5	117	16	11	4	PASS	simulation	5.75687092939394
123	125	PD5163	125	9	127	15	6	4	PASS	simulation	5.53367500698147
130	107	PD5163	107	356	108	389	33	3	PASS	simulation	4.93944035316547
133	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.27068126083799
144	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.52990833565201
155	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.27068126083799
158	106	PD5163	106	301	108	389	88	4	PASS	simulation	5.24843927850072
159	92	PD5163	92	215	95	249	34	5	PASS	simulation	5.31394995099497
163	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.52990833565201
165	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.05278708093235
175	95	PD5163	95	249	96	291	42	3	PASS	simulation	5.46636807595705
177	103	PD5163	103	258	107	356	98	5	PASS	simulation	6.01231212530608
184	106	PD5163	106	301	107	356	55	3	PASS	simulation	5.25795844275413
187	92	PD5163	92	215	95	249	34	5	PASS	simulation	5.31394995099497
192	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.05278708093235
200	80	PD5163	80	17	82	24	7	5	PASS	simulation	5.99446189435887
202	92	PD5163	92	215	95	249	34	5	PASS	simulation	5.31394995099497
204	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.05278708093235
205	107	PD5163	107	356	108	389	33	3	PASS	simulation	4.93944035316547
217	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
219	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.05278708093235
220	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.27068126083799
225	94	PD5163	94	236	95	249	13	3	PASS	simulation	5.50113018221627
233	125	PD5163	125	9	127	15	6	4	PASS	simulation	5.49255754013531
235	114	PD5163	114	5	116	17	12	4	PASS	simulation	5.75827869231833
237	103	PD5163	103	258	105	355	97	4	PASS	simulation	4.90861204221768
245	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.05278708093235
253	126	PD5163	126	14	127	15	1	3	PASS	simulation	5.74783004523862
261	125	PD5163	125	9	127	15	6	4	PASS	simulation	5.53367500698147
262	94	PD5163	94	236	96	291	55	4	PASS	simulation	5.50113018221627
272	92	PD5163	92	215	94	236	21	4	PASS	simulation	5.82325588908604
278	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
282	102	PD5163	102	206	106	301	95	5	PASS	simulation	5.22090941031675
286	125	PD5163	125	9	126	14	5	3	PASS	simulation	5.46651209667862
289	107	PD5163	107	356	108	389	33	3	PASS	simulation	4.93944035316547
290	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
291	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.27068126083799
295	102	PD5163	102	206	106	301	95	5	PASS	simulation	5.22090941031675
324	103	PD5163	103	258	108	389	131	6	PASS	simulation	4.96379969902491
342	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
345	107	PD5163	107	356	108	389	33	3	PASS	simulation	4.93944035316547
356	126	PD5163	126	14	127	15	1	3	PASS	simulation	5.74783004523862
357	92	PD5163	92	215	95	249	34	5	PASS	simulation	5.31394995099497
358	84	PD5163	84	20	85	22	2	4	PASS	simulation	5.34406526489468
363	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.05278708093235
367	95	PD5163	95	249	96	291	42	3	PASS	simulation	5.48257853338
369	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
372	92	PD5163	92	215	95	249	34	5	PASS	simulation	4.27068126083799
377	102	PD5163	102	206	104	274	68	4	PASS	simulation	5.52990833565201
379	102	PD5163	102	206	107	356	150	6	PASS	simulation	5.44275815993311
387	126	PD5163	126	14	127	15	1	3	PASS	simulation	5.74783004523862
393	115	PD5163	115	7	117	16	9	3	PASS	simulation	6.15481093806597
394	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
402	102	PD5163	102	206	108	389	183	7	PASS	simulation	4.39424573365194
410	92	PD5163	92	215	95	249	34	5	PASS	simulation	5.31394995099497
411	102	PD5163	102	206	105	355	149	5	PASS	simulation	4.3390580768447
412	92	PD5163	92	215	96	291	76	6	PASS	simulation	4.28689171826093
