mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
27	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
41	46	PD37452	46	6804	48	8251	1447	4	PASS	simulation	4.67386002539661
50	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
88	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
93	52	PD37452	52	666	53	3856	3190	3	PASS	simulation	5.20244208730119
102	64	PD37452	64	49	67	13989	13940	4	PASS	simulation	5.53551664472311
119	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.85111962541889
120	63	PD37452	63	13	65	307	294	4	PASS	simulation	5.56232408617192
145	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
183	46	PD37452	46	6804	48	8251	1447	4	PASS	simulation	4.67386002539661
194	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
217	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
221	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.85111962541889
239	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.65464035378516
255	65	PD37452	65	307	66	12351	12044	3	PASS	simulation	5.10529731832557
261	65	PD37452	65	307	66	12351	12044	3	PASS	simulation	5.10529731832557
274	64	PD37452	64	49	66	12351	12302	4	PASS	simulation	5.96061452352151
284	64	PD37452	64	49	66	12351	12302	4	PASS	simulation	6.06856751213916
293	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.65464035378516
300	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.68019943952717
321	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
337	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
361	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
367	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.68019943952717
382	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
391	52	PD37452	52	666	53	3856	3190	3	PASS	simulation	5.12825688874666
402	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
414	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
479	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
484	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
486	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.68019943952717
495	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
497	46	PD37452	46	6804	48	8251	1447	4	PASS	simulation	4.67386002539661
528	52	PD37452	52	666	53	3856	3190	3	PASS	simulation	5.20244208730119
560	62	PD37452	62	6	65	307	301	5	PASS	simulation	5.62927087580254
608	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.79574078617108
650	65	PD37452	65	307	66	12351	12044	3	PASS	simulation	5.21325030694322
680	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.65464035378516
716	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.79574078617108
721	65	PD37452	65	307	66	12351	12044	3	PASS	simulation	5.21325030694322
727	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
730	40	PD37452	40	15	41	1210	1195	3	PASS	simulation	6.04946071021596
735	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.89270326487324
737	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
759	62	PD37452	62	6	65	307	301	5	PASS	simulation	5.57389203655473
824	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.65464035378516
870	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
877	38	PD37452	38	8	52	666	658	9	PASS	simulation	6.08131220297778
895	57	PD37452	57	666	57	666	0	2	PASS	simulation	6.15033444398581
935	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
950	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1059	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.79574078617108
1094	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
1099	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1107	55	PD37452	55	29	61	545	516	4	PASS	simulation	5.40697522471975
1116	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1124	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1126	65	PD37452	65	307	66	12351	12044	3	PASS	simulation	5.10529731832557
1130	62	PD37452	62	6	65	307	301	5	PASS	simulation	5.57389203655473
1150	46	PD37452	46	6804	48	8251	1447	4	PASS	simulation	4.9933734267546
1251	46	PD37452	46	6804	48	8251	1447	4	PASS	simulation	4.67386002539661
1254	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.68019943952717
1281	57	PD37452	57	666	57	666	0	2	PASS	simulation	6.15033444398581
1321	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
1331	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1339	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.89270326487324
1352	62	PD37452	62	6	65	307	301	5	PASS	simulation	5.62927087580254
1365	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.79574078617108
1423	46	PD37452	46	6804	48	8251	1447	4	PASS	simulation	4.67386002539661
1443	52	PD37452	52	666	53	3856	3190	3	PASS	simulation	5.20244208730119
1446	52	PD37452	52	666	53	3856	3190	3	PASS	simulation	5.12825688874666
1454	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1459	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1470	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.79574078617108
1536	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.85111962541889
1642	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
1678	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1685	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1735	46	PD37452	46	6804	47	8193	1389	3	PASS	simulation	4.48003999938049
1755	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1801	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.28328806978518
1822	63	PD37452	63	13	65	307	294	4	PASS	simulation	5.50694524692411
1846	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.68019943952717
1862	62	PD37452	62	6	65	307	301	5	PASS	simulation	5.57389203655473
1872	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.68019943952717
1929	65	PD37452	65	307	67	13989	13682	3	PASS	simulation	4.65464035378516
1939	57	PD37452	57	666	58	701	35	3	PASS	simulation	4.22797976590229
1941	64	PD37452	64	49	65	307	258	3	PASS	simulation	4.85111962541889
1996	52	PD37452	52	666	53	3856	3190	3	PASS	simulation	5.20244208730119
