mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
77	93	PD4781	93	1224	94	1263	39	3	PASS	simulation	4.34185452404014
94	53	PD4781	53	1134	56	1262	128	4	PASS	simulation	5.69875637663449
134	63	PD4781	60	1165	61	1172	7	3	PASS	simulation	5.78230242808457
146	71	PD4781	52	1130	59	1143	13	4	PASS	simulation	4.16058774876014
274	93	PD4781	93	1224	94	1263	39	3	PASS	simulation	4.40044923930598
328	85	PD4781	85	1242	86	1243	1	3	PASS	simulation	4.18443003335035
380	55	PD4781	55	1139	56	1262	123	3	PASS	simulation	5.46266718790353
453	93	PD4781	93	1224	94	1263	39	3	PASS	simulation	4.40044923930598
461	59	PD4781	52	1130	58	1138	8	3	PASS	simulation	4.54876792014302
464	52	PD4781	52	1130	61	1172	42	6	PASS	simulation	4.50301042958234
519	52	PD4781	52	1130	59	1143	13	4	PASS	simulation	4.16058774876014
615	63	PD4781	63	1182	66	1192	10	5	PASS	simulation	5.08479716200682
677	52	PD4781	52	1130	71	1147	17	4	PASS	simulation	4.14128259356475
784	52	PD4781	52	1130	84	1168	38	6	PASS	simulation	3.63377870985137
809	52	PD4781	52	1130	89	1174	44	8	PASS	simulation	4.5999204425904
810	93	PD4781	93	1224	94	1263	39	3	PASS	simulation	4.40044923930598
941	52	PD4781	52	1130	76	1174	44	7	PASS	simulation	4.54876792014302
984	85	PD4781	85	1242	86	1243	1	3	PASS	simulation	4.18992750526157
998	93	PD4781	93	1224	94	1263	39	3	PASS	simulation	4.40044923930598
1048	85	PD4781	85	1242	87	1274	32	3	PASS	simulation	4.13176270475647
1081	52	PD4781	52	1130	72	1170	40	5	PASS	simulation	5.20198043391836
1165	78	PD4781	78	1183	80	1201	18	4	PASS	simulation	5.10078710140869
1195	52	PD4781	52	1130	71	1147	17	4	PASS	simulation	4.14128259356475
1211	52	PD4781	52	1130	89	1174	44	8	PASS	simulation	4.5999204425904
1222	52	PD4781	52	1130	64	1186	56	8	PASS	simulation	4.7248591791987
1299	52	PD4781	52	1130	61	1172	42	6	PASS	simulation	4.50301042958234
1309	85	PD4781	85	1242	86	1243	1	3	PASS	simulation	4.18443003335035
1345	52	PD4781	52	1130	71	1147	17	4	PASS	simulation	4.14128259356475
1361	52	PD4781	52	1130	64	1186	56	8	PASS	simulation	4.7248591791987
1376	52	PD4781	52	1130	76	1174	44	7	PASS	simulation	4.54876792014302
1429	52	PD4781	52	1130	71	1147	17	4	PASS	simulation	4.22425682862951
1539	85	PD4781	85	1242	87	1274	32	3	PASS	simulation	4.28718343185375
1613	52	PD4781	52	1130	89	1174	44	8	PASS	simulation	4.5999204425904
1638	82	PD4781	82	1185	83	1194	9	3	PASS	simulation	4.7407768295414
1791	78	PD4781	78	1183	80	1201	18	4	PASS	simulation	5.10078710140869
1795	81	PD4781	81	1166	84	1168	2	3	PASS	simulation	5.40810355238196
1816	52	PD4781	52	1130	71	1147	17	4	PASS	simulation	4.14128259356475
1872	85	PD4781	85	1242	86	1243	1	3	PASS	simulation	4.18992750526157
