mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
1	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.22735681639656
2	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
3	12	PD44603	12	6582	14	8878	2296	4	PASS	simulation	3.53175386803459
4	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
5	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
6	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
9	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
10	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.78037970339977
12	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
13	11	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
16	11	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
19	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
20	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
21	12	PD44603	12	6582	13	8062	1480	3	PASS	simulation	3.08693132963484
23	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.22735681639656
25	13	PD44603	13	8062	14	8878	816	3	PASS	simulation	3.19718272413206
27	12	PD44603	12	6582	14	8878	2296	4	PASS	simulation	3.29619095194317
28	12	PD44603	12	6582	13	8062	1480	3	PASS	simulation	2.9252697860018
29	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.22735681639656
30	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.78037970339977
32	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.78037970339977
33	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
34	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
35	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.78037970339977
36	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
42	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
43	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.59681331174921
44	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.36125039565779
45	11	PD44603	11	5897	12	6582	685	3	PASS	simulation	2.36907573316975
46	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.59681331174921
49	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
50	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
51	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
52	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
53	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
54	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.59681331174921
56	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
57	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.36125039565779
59	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.22735681639656
64	11	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
65	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
66	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.36125039565779
67	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.36125039565779
69	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.36125039565779
72	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.22735681639656
74	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
76	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
77	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
78	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.59681331174921
79	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
80	11	PD44603	11	5897	12	6582	685	3	PASS	simulation	2.36907573316975
82	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
83	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	1.99032922971642
84	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
86	11	PD44603	11	5897	15	7340	1443	3	PASS	simulation	2.22735681639656
87	12	PD44603	12	6582	13	8062	1480	3	PASS	simulation	3.08693132963484
90	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
91	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
92	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
93	11	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
94	11	PD44603	11	5897	14	8878	2981	5	PASS	simulation	2.36125039565779
95	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
96	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
97	11	PD44603	11	5897	13	8062	2165	4	PASS	simulation	2.15199077334946
98	15	PD44603	11	5897	12	6582	685	3	PASS	simulation	1.89341921670836
99	11	PD44603	11	5897	12	6582	685	3	PASS	simulation	2.36907573316975
