mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
4	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
5	198	PD42778	198	5840	200	8733	2893	4	PASS	simulation	3.98592368959034
6	198	PD42778	198	5840	200	8733	2893	4	PASS	simulation	4.08880576054955
8	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
12	191	PD42778	191	1719	192	4146	2427	3	PASS	simulation	4.06853398016339
15	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
17	198	PD42778	198	5840	201	8809	2969	3	PASS	simulation	4.08217518165054
18	181	PD42778	181	12209	184	14305	2096	5	PASS	simulation	4.06138082889977
22	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
31	198	PD42778	198	5840	200	8733	2893	4	PASS	simulation	3.98592368959034
32	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
34	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
37	181	PD42778	181	12209	183	14129	1920	4	PASS	simulation	4.23911403502243
38	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
39	191	PD42778	191	1719	195	2136	417	3	PASS	simulation	3.78566041715851
42	198	PD42778	198	5840	201	8809	2969	3	PASS	simulation	4.08217518165054
43	123	PD42778	123	1139	124	1222	83	3	PASS	simulation	4.59391135908447
45	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
46	141	PD42778	141	61	144	1469	1408	4	PASS	simulation	6.65993203763386
50	205	PD42778	205	1030	208	1795	765	4	PASS	simulation	5.05907562464982
52	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
54	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.35011665494487
57	143	PD42778	143	1332	145	1752	420	4	PASS	simulation	4.83347066005594
58	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
60	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.35011665494487
61	198	PD42778	198	5840	200	8733	2893	4	PASS	simulation	4.08880576054955
65	201	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.35011665494487
67	198	PD42778	198	5840	201	8809	2969	3	PASS	simulation	4.05199267299608
68	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
69	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
70	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
71	150	PD42778	150	45	177	63	18	8	PASS	simulation	5.58153671584463
72	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
73	181	PD42778	181	12209	183	14129	1920	4	PASS	simulation	3.82376122483271
74	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
76	181	PD42778	181	12209	183	14129	1920	4	PASS	simulation	4.23911403502243
77	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
79	198	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.21901009517135
80	198	PD42778	198	5840	200	8733	2893	4	PASS	simulation	4.08880576054955
83	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
84	201	PD42778	198	5840	199	5884	44	3	PASS	simulation	3.35011665494487
93	123	PD42778	123	1139	124	1222	83	3	PASS	simulation	4.59391135908447
96	181	PD42778	181	12209	182	12511	302	3	PASS	simulation	3.08099151304603
