mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
1	612	KX004_4_01	612	715	613	851	136	3	PASS	simulation	6.03625354407123
5	803	KX004_4_01	803	481	804	669	188	3	PASS	simulation	5.69963013019748
6	624	KX004_4_01	624	603	636	702	99	7	PASS	simulation	6.87329020215588
14	500	KX004_4_01	500	633	502	674	41	3	PASS	simulation	6.19791750933744
17	771	KX004_4_01	771	278	775	532	254	6	PASS	simulation	6.51799064529181
27	681	KX004_4_01	681	500	683	685	185	4	PASS	simulation	5.65304380664273
29	460	KX004_4_01	460	409	461	421	12	3	PASS	simulation	7.14339958748671
41	729	KX004_4_01	729	746	731	832	86	4	PASS	simulation	6.56219430778386
53	826	KX004_4_01	826	690	831	906	216	4	PASS	simulation	6.01016569530761
64	728	KX004_4_01	728	640	730	786	146	4	PASS	simulation	6.65243097331163
66	713	KX004_4_01	705	352	706	366	14	3	PASS	simulation	7.1132752342731
68	816	KX004_4_01	816	543	819	711	168	4	PASS	simulation	5.73028617590002
78	611	KX004_4_01	611	435	614	920	485	4	PASS	simulation	5.85077887774844
91	809	KX004_4_01	809	596	810	711	115	3	PASS	simulation	5.51854168259504
101	469	KX004_4_01	469	495	470	516	21	3	PASS	simulation	8.25650695400721
102	713	KX004_4_01	713	407	714	561	154	3	PASS	simulation	6.67433307354975
103	547	KX004_4_01	547	558	550	608	50	5	PASS	simulation	6.51889471374339
110	626	KX004_4_01	626	703	628	1052	349	3	PASS	simulation	6.68713304439216
113	547	KX004_4_01	547	558	548	580	22	3	PASS	simulation	7.18956016437659
143	723	KX004_4_01	723	355	724	421	66	3	PASS	simulation	5.6654701872629
146	474	KX004_4_01	474	589	476	652	63	4	PASS	simulation	6.87879101260548
157	624	KX004_4_01	624	603	660	940	337	7	PASS	simulation	6.3819285083216
161	457	KX004_4_01	457	118	473	520	402	9	PASS	simulation	7.24156660421427
179	628	KX004_4_01	626	703	627	745	42	3	PASS	simulation	6.38338019039271
180	838	KX004_4_01	838	435	839	467	32	3	PASS	simulation	6.28727229438344
183	563	KX004_4_01	563	364	564	459	95	3	PASS	simulation	5.73717491341019
188	809	KX004_4_01	809	596	810	711	115	3	PASS	simulation	5.56083074471111
192	536	KX004_4_01	536	331	547	558	227	6	PASS	simulation	7.27587243206982
196	728	KX004_4_01	728	640	731	832	192	5	PASS	simulation	5.78884952760336
199	776	KX004_4_01	776	581	778	739	158	4	PASS	simulation	6.66776851473747
213	611	KX004_4_01	611	435	612	715	280	3	PASS	simulation	6.19894121676254
223	536	KX004_4_01	536	331	558	619	288	6	PASS	simulation	6.5427481514995
226	508	KX004_4_01	508	628	510	678	50	4	PASS	simulation	6.89619760966515
243	470	KX004_4_01	470	516	471	540	24	3	PASS	simulation	6.93428765927329
273	723	KX004_4_01	723	355	724	421	66	3	PASS	simulation	5.94332544802898
275	723	KX004_4_01	723	355	724	421	66	3	PASS	simulation	5.94332544802898
279	492	KX004_4_01	492	502	502	674	172	4	PASS	simulation	6.79667486511532
290	728	KX004_4_01	728	640	731	832	192	5	PASS	simulation	5.78884952760336
293	596	KX004_4_01	596	1104	597	1156	52	3	PASS	simulation	5.96029896400045
295	556	KX004_4_01	556	510	558	619	109	4	PASS	simulation	6.68196127167164
307	624	KX004_4_01	624	603	658	853	250	5	PASS	simulation	6.48708859675508
308	783	KX004_4_01	783	831	786	931	100	5	PASS	simulation	6.54610748789041
312	847	KX004_4_01	847	414	849	788	374	4	PASS	simulation	6.59603675634546
326	816	KX004_4_01	816	543	818	674	131	3	PASS	simulation	6.83047036852302
334	723	KX004_4_01	723	355	724	421	66	3	PASS	simulation	5.6654701872629
342	708	KX004_4_01	708	541	712	695	154	4	PASS	simulation	6.2386392350437
353	739	KX004_4_01	739	528	747	641	113	4	PASS	simulation	6.50524924015276
361	518	KX004_4_01	514	340	515	374	34	3	PASS	simulation	6.71840821019156
363	530	KX004_4_01	530	216	531	267	51	3	PASS	simulation	6.44775223400817
367	457	KX004_4_01	457	118	458	174	56	3	PASS	simulation	6.58905400111725
370	687	KX004_4_01	687	537	688	546	9	3	PASS	simulation	5.81524397176059
378	458	KX004_4_01	458	174	491	469	295	6	PASS	simulation	7.98544018172067
383	548	KX004_4_01	548	580	550	608	28	4	PASS	simulation	6.9183272397644
386	624	KX004_4_01	624	603	644	827	224	8	PASS	simulation	7.35041145687554
392	624	KX004_4_01	624	603	631	683	80	6	PASS	simulation	6.80634341252526
394	683	KX004_4_01	683	685	684	839	154	3	PASS	simulation	6.36919447933335
395	781	KX004_4_01	781	691	784	841	150	5	PASS	simulation	7.18816645651724
396	671	KX004_4_01	671	636	672	660	24	3	PASS	simulation	5.49528932748969
411	611	KX004_4_01	611	435	613	851	416	4	PASS	simulation	5.88026720279327
430	578	KX004_4_01	577	565	582	582	17	3	PASS	simulation	6.92626233138339
431	673	KX004_4_01	673	435	675	473	38	4	PASS	simulation	5.62310864208955
439	841	KX004_4_01	841	340	842	436	96	3	PASS	simulation	5.67202652937501
440	814	KX004_4_01	814	15	845	21	6	8	PASS	simulation	7.63325766360931
449	678	KX004_4_01	678	298	679	310	12	3	PASS	simulation	5.7091425410277
464	809	KX004_4_01	809	596	810	711	115	3	PASS	simulation	5.51854168259504
466	803	KX004_4_01	803	481	805	708	227	4	PASS	simulation	5.69426366937634
468	560	KX004_4_01	557	613	558	619	6	3	PASS	simulation	6.7625457321287
476	657	KX004_4_01	657	780	663	1093	313	8	PASS	simulation	6.49511166560056
480	656	KX004_4_01	624	603	625	619	16	3	PASS	simulation	7.27123021082791
488	846	KX004_4_01	846	357	852	515	158	6	PASS	simulation	5.66842208067256
490	516	KX004_4_01	516	613	517	731	118	3	PASS	simulation	6.08222903571499
493	547	KX004_4_01	547	558	549	588	30	4	PASS	simulation	6.52277484341198
499	771	KX004_4_01	771	278	781	691	413	7	PASS	simulation	6.880538678875
502	602	KX004_4_01	602	494	603	541	47	3	PASS	simulation	5.67568014580455
510	515	KX004_4_01	515	374	516	613	239	3	PASS	simulation	6.75049075911572
512	587	KX004_4_01	587	372	595	399	27	3	PASS	simulation	5.7215822890968
513	809	KX004_4_01	809	596	810	711	115	3	PASS	simulation	5.51854168259504
528	683	KX004_4_01	683	685	684	839	154	3	PASS	simulation	6.36919447933335
529	678	KX004_4_01	678	298	679	310	12	3	PASS	simulation	5.7091425410277
533	715	KX004_4_01	715	321	717	377	56	4	PASS	simulation	5.69614858932793
538	519	KX004_4_01	519	484	524	602	118	5	PASS	simulation	6.46110975436923
546	587	KX004_4_01	587	372	595	399	27	3	PASS	simulation	5.7215822890968
549	459	KX004_4_01	459	236	461	421	185	4	PASS	simulation	7.58905400111725
551	697	KX004_4_01	697	536	698	551	15	3	PASS	simulation	5.57362638717554
552	634	KX004_4_01	634	897	635	962	65	3	PASS	simulation	6.32191032066581
553	508	KX004_4_01	508	628	511	809	181	5	PASS	simulation	6.31536835969752
562	702	KX004_4_01	702	10	704	29	19	10	PASS	simulation	7.69421408955073
570	611	KX004_4_01	611	435	614	920	485	4	PASS	simulation	5.85077887774844
572	804	KX004_4_01	804	669	805	708	39	3	PASS	simulation	6.0838067455023
574	460	KX004_4_01	460	409	472	486	77	5	PASS	simulation	7.34431443026743
582	809	KX004_4_01	809	596	810	711	115	3	PASS	simulation	5.51854168259504
587	723	KX004_4_01	723	355	724	421	66	3	PASS	simulation	5.94332544802898
589	457	KX004_4_01	457	118	491	469	351	7	PASS	simulation	7.70020445323992
603	611	KX004_4_01	611	435	612	715	280	3	PASS	simulation	6.19894121676254
607	563	KX004_4_01	563	364	564	459	95	3	PASS	simulation	5.72966531163144
623	681	KX004_4_01	681	500	684	839	339	5	PASS	simulation	5.75228536696647
624	615	KX004_4_01	615	532	616	618	86	3	PASS	simulation	5.60637758968367
628	653	KX004_4_01	653	762	655	827	65	4	PASS	simulation	6.25071295960898
632	500	KX004_4_01	500	633	502	674	41	3	PASS	simulation	6.12674994680338
639	719	KX004_4_01	719	909	720	1001	92	3	PASS	simulation	5.60525317586844
642	846	KX004_4_01	846	357	849	788	431	5	PASS	simulation	5.85591140786189
659	578	KX004_4_01	578	635	581	848	213	4	PASS	simulation	6.6699509036611
670	692	KX004_4_01	692	648	694	714	66	4	PASS	simulation	6.32062198604368
673	809	KX004_4_01	809	596	810	711	115	3	PASS	simulation	5.56083074471111
676	691	KX004_4_01	691	522	694	714	192	5	PASS	simulation	5.64339220623763
679	723	KX004_4_01	723	355	724	421	66	3	PASS	simulation	5.6654701872629
694	588	KX004_4_01	587	372	595	399	27	3	PASS	simulation	5.7215822890968
696	541	KX004_4_01	541	582	544	793	211	5	PASS	simulation	7.08575644342064
706	691	KX004_4_01	691	522	693	705	183	4	PASS	simulation	5.62951113369868
725	673	KX004_4_01	673	435	675	473	38	4	PASS	simulation	5.63123738573941
730	583	KX004_4_01	583	733	584	817	84	3	PASS	simulation	6.25091537239379
746	841	KX004_4_01	841	340	842	436	96	3	PASS	simulation	5.69400756784733
761	729	KX004_4_01	729	746	732	1168	422	5	PASS	simulation	6.78533752775322
762	602	KX004_4_01	602	494	603	541	47	3	PASS	simulation	5.60084571625799
765	612	KX004_4_01	612	715	613	851	136	3	PASS	simulation	5.94404749656244
771	847	KX004_4_01	847	414	851	461	47	4	PASS	simulation	6.4754400568111
772	615	KX004_4_01	615	532	616	618	86	3	PASS	simulation	5.60637758968367
774	589	KX004_4_01	589	568	590	645	77	3	PASS	simulation	6.41836652997368
775	634	KX004_4_01	634	897	635	962	65	3	PASS	simulation	6.32191032066581
776	574	KX004_4_01	574	680	575	738	58	3	PASS	simulation	6.21828431563849
786	723	KX004_4_01	723	355	725	854	499	4	PASS	simulation	6.052183443511
797	573	KX004_4_01	573	536	576	724	188	3	PASS	simulation	6.52870597510547
799	772	KX004_4_01	771	278	792	351	73	3	PASS	simulation	5.76082388639029
804	697	KX004_4_01	697	536	698	551	15	3	PASS	simulation	5.57362638717554
816	646	KX004_4_01	646	847	647	886	39	3	PASS	simulation	7.46062693666313
817	588	KX004_4_01	588	469	593	588	119	5	PASS	simulation	6.99673394767722
818	841	KX004_4_01	841	340	842	436	96	3	PASS	simulation	5.69400756784733
823	687	KX004_4_01	687	537	688	546	9	3	PASS	simulation	5.53225157047835
826	500	KX004_4_01	500	633	501	659	26	3	PASS	simulation	6.12035031419107
830	692	KX004_4_01	692	648	694	714	66	4	PASS	simulation	6.24631303923873
838	838	KX004_4_01	838	435	840	631	196	4	PASS	simulation	5.71465566791272
842	687	KX004_4_01	687	537	688	546	9	3	PASS	simulation	5.53225157047835
844	711	KX004_4_01	711	657	712	695	38	3	PASS	simulation	6.33254373791203
855	697	KX004_4_01	697	536	698	551	15	3	PASS	simulation	5.58014744785889
891	673	KX004_4_01	673	435	675	473	38	4	PASS	simulation	5.62310864208955
913	602	KX004_4_01	602	494	603	541	47	3	PASS	simulation	5.67568014580455
922	519	KX004_4_01	519	484	521	536	52	4	PASS	simulation	6.88211506710996
925	671	KX004_4_01	671	636	672	660	24	3	PASS	simulation	5.48332106445024
929	711	KX004_4_01	711	657	712	695	38	3	PASS	simulation	6.25559107652074
939	724	KX004_4_01	724	421	725	854	433	3	PASS	simulation	6.76666561402527
940	457	KX004_4_01	457	118	473	520	402	9	PASS	simulation	7.24156660421427
944	705	KX004_4_01	705	352	708	541	189	5	PASS	simulation	6.54017893888045
962	678	KX004_4_01	678	298	679	310	12	3	PASS	simulation	5.7091425410277
964	771	KX004_4_01	771	278	774	375	97	5	PASS	simulation	6.52348811720303
969	838	KX004_4_01	838	435	840	631	196	4	PASS	simulation	5.71465566791272
978	848	KX004_4_01	848	445	849	788	343	3	PASS	simulation	6.89088899141746
981	697	KX004_4_01	697	536	698	551	15	3	PASS	simulation	5.57362638717554
989	809	KX004_4_01	809	596	810	711	115	3	PASS	simulation	5.56083074471111
1001	803	KX004_4_01	803	481	805	708	227	4	PASS	simulation	5.71294588234409
1002	611	KX004_4_01	611	435	613	851	416	4	PASS	simulation	5.88026720279327
