mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
3	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.50369259198165
8	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.50369259198165
22	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.58932159458001
23	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.50369259198165
27	83	PD34207	83	1990	86	3356	1366	4	PASS	simulation	4.04374849618311
28	84	PD34207	84	2300	85	3033	733	3	PASS	simulation	4.87247277397026
36	67	PD34207	67	505	68	3772	3267	3	PASS	simulation	4.87032124074479
40	83	PD34207	83	1990	86	3356	1366	4	PASS	simulation	4.10736043580085
50	52	PD34207	52	3113	53	4448	1335	3	PASS	simulation	4.4164422963253
53	85	PD34207	83	1990	84	2300	310	3	PASS	simulation	4.52523455630522
78	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.58932159458001
80	52	PD34207	52	3113	53	4448	1335	3	PASS	simulation	4.4164422963253
82	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.58932159458001
102	52	PD34207	52	3113	53	4448	1335	3	PASS	simulation	4.20650869602424
103	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.50369259198165
107	83	PD34207	83	1990	84	2300	310	3	PASS	simulation	4.52523455630522
109	67	PD34207	67	505	68	3772	3267	3	PASS	simulation	4.85432252197384
123	84	PD34207	84	2300	86	3356	1056	3	PASS	simulation	4.91266393222811
135	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.58932159458001
138	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.50369259198165
140	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.58932159458001
141	57	PD34207	57	4568	57	4568	0	2	PASS	simulation	4.15076373499971
145	83	PD34207	83	1990	85	3033	1043	4	PASS	simulation	4.0411774978174
148	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.50369259198165
150	83	PD34207	83	1990	85	3033	1043	4	PASS	simulation	4.067169277543
153	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.50369259198165
157	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.58932159458001
160	73	PD34207	73	3582	74	4356	774	3	PASS	simulation	4.31073016638195
167	83	PD34207	83	1990	86	3356	1366	4	PASS	simulation	4.10736043580085
169	57	PD34207	57	4568	58	5660	1092	3	PASS	simulation	3.58932159458001
176	84	PD34207	84	2300	86	3356	1056	3	PASS	simulation	4.91266393222811
177	83	PD34207	83	1990	86	3356	1366	4	PASS	simulation	4.04374849618311
183	76	PD34207	76	38	77	1665	1627	3	PASS	simulation	5.47778670089408
