mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
4	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
11	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
17	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
21	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
38	58	PD34210	58	39	59	768	729	3	PASS	simulation	5.36271825446447
47	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
59	66	PD34210	66	1122	66	1122	0	2	PASS	simulation	4.10088418525668
62	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
84	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
89	66	PD34210	66	1122	66	1122	0	2	PASS	simulation	4.10088418525668
98	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
106	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
107	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.85080004378479
108	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
124	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.88084968532627
148	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
161	58	PD34210	58	39	59	768	729	3	PASS	simulation	5.40906944912568
163	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
171	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
172	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
174	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
180	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
205	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
207	69	PD34210	69	18	72	336	318	5	PASS	simulation	6.1308249776229
212	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
213	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
219	76	PD34210	76	4	78	20	16	3	PASS	simulation	6.70006830863164
221	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
225	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.88084968532627
229	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
246	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
256	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
258	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.85080004378479
266	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
277	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
281	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.88084968532627
290	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
305	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
311	66	PD34210	66	1122	66	1122	0	2	PASS	simulation	4.3613547319707
315	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
316	66	PD34210	66	1122	66	1122	0	2	PASS	simulation	4.3613547319707
319	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
326	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
330	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
344	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
357	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
380	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
384	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
387	66	PD34210	66	1122	66	1122	0	2	PASS	simulation	4.3613547319707
392	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
398	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
401	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
427	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
437	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
443	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
470	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
481	66	PD34210	66	1122	66	1122	0	2	PASS	simulation	4.10088418525668
486	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
497	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
505	58	PD34210	58	39	59	768	729	3	PASS	simulation	5.36271825446447
533	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
541	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
542	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
548	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
554	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
576	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
596	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
601	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
603	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
614	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
619	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
623	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
635	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
644	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
649	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
653	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
661	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
686	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
688	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
700	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.88084968532627
706	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.85080004378479
716	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
721	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.88084968532627
724	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
730	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	3.87055070121091
731	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
750	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
766	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
784	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
790	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
794	59	PD34210	59	768	60	2961	2193	3	PASS	simulation	4.88084968532627
812	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
815	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.98478278116178
817	66	PD34210	66	1122	67	2450	1328	3	PASS	simulation	3.97439483248337
818	66	PD34210	66	1122	68	1851	729	3	PASS	simulation	4.00870910750525
