mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
1	62	PD44720	62	1111	63	1623	512	3	PASS	simulation	3.95104921029812
2	68	PD44720	68	42	69	59	17	3	PASS	simulation	5.82179837712679
10	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
14	62	PD44720	62	1111	63	1623	512	3	PASS	simulation	3.95104921029812
19	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
21	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
28	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
36	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
40	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
42	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
45	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
56	45	PD44720	45	43	50	111	68	4	PASS	simulation	4.71224821455508
58	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
64	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
67	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
68	62	PD44720	62	1111	63	1623	512	3	PASS	simulation	3.95104921029812
69	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
73	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
77	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
82	62	PD44720	62	1111	63	1623	512	3	PASS	simulation	3.95104921029812
88	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
91	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
100	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
108	49	PD44720	49	77	51	1029	952	4	PASS	simulation	4.8323628178684
109	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
111	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
113	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
119	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
121	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
126	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
132	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
136	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
140	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
145	62	PD44720	62	1111	63	1623	512	3	PASS	simulation	3.95104921029812
147	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
155	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
160	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
173	62	PD44720	62	1111	63	1623	512	3	PASS	simulation	3.95104921029812
175	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
180	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
181	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
187	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
189	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.18636295236833
192	64	PD44720	64	421	65	517	96	3	PASS	simulation	3.2048232468428
