mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
2	81	PD34215	81	1218	84	1409	191	5	PASS	simulation	3.6091334684853
3	66	PD34215	64	1181	65	1240	59	3	PASS	simulation	4.28164938508094
10	86	PD34215	86	1297	87	1310	13	3	PASS	simulation	4.10613186950966
11	81	PD34215	81	1218	83	1390	172	4	PASS	simulation	3.66723184714638
13	86	PD34215	86	1297	87	1310	13	3	PASS	simulation	4.10613186950966
15	74	PD34215	74	1261	76	1292	31	3	PASS	simulation	4.36415243582852
18	81	PD34215	81	1218	84	1409	191	5	PASS	simulation	3.6091334684853
19	64	PD34215	64	1181	65	1240	59	3	PASS	simulation	5.19147275473185
33	81	PD34215	81	1218	82	1320	102	3	PASS	simulation	3.46311186449045
39	74	PD34215	74	1261	76	1292	31	3	PASS	simulation	4.36415243582852
40	73	PD34215	73	870	76	1292	422	4	PASS	simulation	4.0178094680479
42	86	PD34215	86	1297	87	1310	13	3	PASS	simulation	3.89605611314361
44	79	PD34215	79	9	80	20	11	3	PASS	simulation	5.67583201890829
50	81	PD34215	81	1218	84	1409	191	5	PASS	simulation	3.65796429994479
51	81	PD34215	81	1218	84	1409	191	5	PASS	simulation	3.6091334684853
61	81	PD34215	81	1218	83	1390	172	4	PASS	simulation	5.09604842229148
71	81	PD34215	81	1218	83	1390	172	4	PASS	simulation	5.09604842229148
74	74	PD34215	74	1261	75	1337	76	3	PASS	simulation	4.45454190346778
76	89	PD34215	89	6	97	26	20	3	PASS	simulation	5.45473795846257
83	86	PD34215	86	1297	87	1310	13	3	PASS	simulation	3.89605611314361
86	64	PD34215	64	1181	66	1256	75	4	PASS	simulation	4.47131345132589
91	102	PD34215	102	621	103	1617	996	3	PASS	simulation	4.56888835377113
94	86	PD34215	86	1297	87	1310	13	3	PASS	simulation	3.89605611314361
103	81	PD34215	81	1218	82	1320	102	3	PASS	simulation	3.46311186449045
112	64	PD34215	64	1181	66	1256	75	4	PASS	simulation	4.12842100898476
113	86	PD34215	86	1297	88	1314	17	3	PASS	simulation	4.05835908771366
121	66	PD34215	66	1256	67	1340	84	3	PASS	simulation	6.19606041515826
