mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
3	69	PD34211	69	4815	70	6548	1733	3	PASS	simulation	4.05206573880444
9	81	PD34211	81	3860	82	4795	935	3	PASS	simulation	4.84420476500979
11	69	PD34211	69	4815	70	6548	1733	3	PASS	simulation	4.07486490755633
14	89	PD34211	89	4438	90	5437	999	3	PASS	simulation	3.68030088550192
18	60	PD34211	60	4462	62	5190	728	3	PASS	simulation	3.96088750712777
19	65	PD34211	65	4999	67	6457	1458	4	PASS	simulation	3.92831202923924
28	56	PD34211	56	1425	60	4462	3037	6	PASS	simulation	5.8000873874707
30	69	PD34211	69	4815	70	6548	1733	3	PASS	simulation	4.07486490755633
31	89	PD34211	89	4438	91	7703	3265	4	PASS	simulation	4.10108012312285
32	58	PD34211	58	2070	59	2268	198	3	PASS	simulation	5.22674944567054
33	79	PD34211	79	3060	80	3572	512	3	PASS	simulation	3.72847041405397
35	72	PD34211	72	4953	74	7018	2065	4	PASS	simulation	5.44784315679142
38	71	PD34211	71	4831	75	5420	589	3	PASS	simulation	4.43639739173408
41	79	PD34211	79	3060	82	4795	1735	5	PASS	simulation	3.84407963683129
44	78	PD34211	78	433	82	4795	4362	6	PASS	simulation	4.7048067460059
45	56	PD34211	56	1425	58	2070	645	4	PASS	simulation	4.36679177127605
50	51	PD34211	51	912	53	4864	3952	4	PASS	simulation	4.42114512407418
52	79	PD34211	79	3060	81	3860	800	4	PASS	simulation	3.78813192823889
57	60	PD34211	60	4462	61	4570	108	3	PASS	simulation	4.00690038992274
58	79	PD34211	79	3060	80	3572	512	3	PASS	simulation	3.72847041405397
61	60	PD34211	60	4462	63	5364	902	4	PASS	simulation	3.96886494745429
65	72	PD34211	72	4953	74	7018	2065	4	PASS	simulation	5.50100002817246
67	80	PD34211	80	3572	82	4795	1223	4	PASS	simulation	4.55426974864153
69	79	PD34211	79	3060	80	3572	512	3	PASS	simulation	3.72847041405397
71	89	PD34211	89	4438	90	5437	999	3	PASS	simulation	3.68030088550192
75	65	PD34211	65	4999	67	6457	1458	4	PASS	simulation	3.92831202923924
81	51	PD34211	51	912	52	1195	283	3	PASS	simulation	4.12756576058299
86	62	PD34211	62	5190	63	5364	174	3	PASS	simulation	4.44797019137995
87	65	PD34211	65	4999	66	5185	186	3	PASS	simulation	3.79138792970049
89	79	PD34211	79	3060	80	3572	512	3	PASS	simulation	3.72847041405397
93	81	PD34211	81	3860	82	4795	935	3	PASS	simulation	4.80414722185813
98	79	PD34211	79	3060	80	3572	512	3	PASS	simulation	3.72847041405397
104	56	PD34211	56	1425	73	5072	3647	6	PASS	simulation	4.54436830702531
108	79	PD34211	79	3060	81	3860	800	4	PASS	simulation	3.78813192823889
118	69	PD34211	69	4815	70	6548	1733	3	PASS	simulation	4.05206573880444
121	68	PD34211	68	2414	70	6548	4134	4	PASS	simulation	4.46006077601618
122	89	PD34211	89	4438	91	7703	3265	4	PASS	simulation	4.08581504437132
123	90	PD34211	90	5437	91	7703	2266	3	PASS	simulation	4.72435011441839
125	65	PD34211	65	4999	66	5185	186	3	PASS	simulation	4.40531946021775
126	89	PD34211	89	4438	90	5437	999	3	PASS	simulation	3.99843055816284
127	79	PD34211	79	3060	82	4795	1735	5	PASS	simulation	3.84407963683129
129	65	PD34211	65	4999	67	6457	1458	4	PASS	simulation	3.92831202923924
