mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
8	298	PX002_2_01	298	561	299	569	8	3	PASS	simulation	5.40888517105447
21	279	PX002_2_01	279	244	280	263	19	3	PASS	simulation	6.7308513066545
23	260	PX002_2_01	260	175	261	198	23	3	PASS	simulation	5.62931932843298
41	205	PX002_2_01	205	12	206	165	153	4	PASS	simulation	7.02034338892472
57	252	PX002_2_01	252	176	253	222	46	3	PASS	simulation	7.13260428522665
59	285	PX002_2_01	285	198	287	496	298	4	PASS	simulation	5.39545653577063
65	255	PX002_2_01	255	283	256	340	57	3	PASS	simulation	6.32699915511478
78	301	PX002_2_01	301	458	302	555	97	3	PASS	simulation	5.72637961115013
85	295	PX002_2_01	295	344	299	569	225	6	PASS	simulation	5.14406734804494
87	313	PX002_2_01	313	44	314	252	208	3	PASS	simulation	6.15178760159899
101	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.28391025981936
121	295	PX002_2_01	295	344	298	561	217	5	PASS	simulation	7.07730147675975
126	317	PX002_2_01	317	227	319	659	432	4	PASS	simulation	5.43881221980511
138	317	PX002_2_01	317	227	318	517	290	3	PASS	simulation	5.30395632133361
144	296	PX002_2_01	296	372	299	569	197	5	PASS	simulation	6.20476518839855
149	295	PX002_2_01	295	344	301	458	114	4	PASS	simulation	5.19435025350913
152	298	PX002_2_01	298	561	299	569	8	3	PASS	simulation	5.40888517105447
157	295	PX002_2_01	295	344	296	372	28	3	PASS	simulation	6.04589301250812
170	295	PX002_2_01	295	344	301	458	114	4	PASS	simulation	5.99361972948544
173	295	PX002_2_01	295	344	301	458	114	4	PASS	simulation	5.19435025350913
174	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
176	276	PX002_2_01	276	229	278	461	232	4	PASS	simulation	6.07662762948429
187	260	PX002_2_01	260	175	262	683	508	4	PASS	simulation	5.51987647735282
195	317	PX002_2_01	317	227	319	659	432	4	PASS	simulation	5.43881221980511
198	295	PX002_2_01	295	344	297	386	42	4	PASS	simulation	5.91969362339808
209	196	PX002_2_01	196	24	199	610	586	5	PASS	simulation	6.44023304450946
211	313	PX002_2_01	313	44	314	252	208	3	PASS	simulation	6.07410997326304
222	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	5.01843562488442
245	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.21966936356468
283	257	PX002_2_01	257	258	258	312	54	3	PASS	simulation	5.96674313365432
284	286	PX002_2_01	286	282	287	496	214	3	PASS	simulation	5.68602109775645
292	212	PX002_2_01	212	10	213	20	10	4	PASS	simulation	7.15098779569724
297	285	PX002_2_01	285	198	287	496	298	4	PASS	simulation	5.3254798675681
298	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.28391025981936
316	285	PX002_2_01	285	198	286	282	84	3	PASS	simulation	5.94298971405063
318	298	PX002_2_01	298	561	299	569	8	3	PASS	simulation	5.40888517105447
320	313	PX002_2_01	313	44	314	252	208	3	PASS	simulation	6.07410997326304
321	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.28391025981936
322	275	PX002_2_01	275	199	279	244	45	5	PASS	simulation	5.32692725800645
326	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	5.01843562488442
328	295	PX002_2_01	295	344	300	501	157	5	PASS	simulation	5.08662970169375
333	286	PX002_2_01	286	282	287	496	214	3	PASS	simulation	5.61604442955391
337	312	PX002_2_01	312	19	314	252	233	4	PASS	simulation	6.37363635121535
372	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
394	313	PX002_2_01	313	44	314	252	208	3	PASS	simulation	6.15178760159899
395	312	PX002_2_01	312	19	314	252	233	4	PASS	simulation	6.2959587228794
397	285	PX002_2_01	285	198	287	496	298	4	PASS	simulation	5.3254798675681
411	252	PX002_2_01	252	176	257	258	82	4	PASS	simulation	6.95651302617097
416	295	PX002_2_01	295	344	299	569	225	6	PASS	simulation	5.14406734804494
421	295	PX002_2_01	295	344	302	555	211	5	PASS	simulation	5.15302219069786
423	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
425	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
431	241	PX002_2_01	241	33	242	265	232	3	PASS	simulation	6.61388149971747
441	298	PX002_2_01	298	561	299	569	8	3	PASS	simulation	5.40888517105447
444	207	PX002_2_01	207	19	209	28	9	5	PASS	simulation	6.76070607841896
456	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
462	295	PX002_2_01	295	344	299	569	225	6	PASS	simulation	5.14406734804494
467	317	PX002_2_01	317	227	318	517	290	3	PASS	simulation	5.30395632133361
472	301	PX002_2_01	295	344	296	372	28	3	PASS	simulation	6.83426342807345
499	295	PX002_2_01	295	344	296	372	28	3	PASS	simulation	6.04589301250812
500	275	PX002_2_01	275	199	277	236	37	4	PASS	simulation	5.91075553561029
510	317	PX002_2_01	317	227	318	517	290	3	PASS	simulation	5.30395632133361
517	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.28391025981936
522	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.28391025981936
526	285	PX002_2_01	285	198	287	496	298	4	PASS	simulation	5.39545653577063
536	253	PX002_2_01	253	222	255	283	61	4	PASS	simulation	5.88597025114733
538	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	5.01843562488442
541	312	PX002_2_01	312	19	313	44	25	3	PASS	simulation	6.27552718102968
545	318	PX002_2_01	318	517	318	517	0	2	PASS	simulation	5.87356099316551
546	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.21966936356468
553	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.21966936356468
555	317	PX002_2_01	317	227	318	517	290	3	PASS	simulation	6.02846295315125
558	260	PX002_2_01	260	175	262	683	508	4	PASS	simulation	5.51987647735282
560	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	5.01843562488442
570	288	PX002_2_01	283	24	284	34	10	3	PASS	simulation	7.97237349173584
572	257	PX002_2_01	257	258	258	312	54	3	PASS	simulation	6.05804323681577
575	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.21966936356468
583	260	PX002_2_01	260	175	261	198	23	3	PASS	simulation	5.32650211015663
593	275	PX002_2_01	275	199	280	263	64	6	PASS	simulation	5.40863201192058
609	317	PX002_2_01	317	227	319	659	432	4	PASS	simulation	5.43881221980511
613	275	PX002_2_01	275	199	277	236	37	4	PASS	simulation	5.91075553561029
621	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	5.01843562488442
640	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	5.01843562488442
641	257	PX002_2_01	257	258	258	312	54	3	PASS	simulation	5.96674313365432
648	295	PX002_2_01	295	344	297	386	42	4	PASS	simulation	5.91969362339808
650	317	PX002_2_01	317	227	319	659	432	4	PASS	simulation	5.43881221980511
653	285	PX002_2_01	285	198	287	496	298	4	PASS	simulation	5.39545653577063
659	260	PX002_2_01	260	175	261	198	23	3	PASS	simulation	5.32650211015663
660	301	PX002_2_01	301	458	302	555	97	3	PASS	simulation	5.70187928347419
663	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
664	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.21966936356468
674	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	5.01843562488442
679	254	PX002_2_01	254	251	255	283	32	3	PASS	simulation	6.08633008492995
704	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
705	252	PX002_2_01	252	176	254	251	75	4	PASS	simulation	7.18375680767403
707	275	PX002_2_01	275	199	277	236	37	4	PASS	simulation	5.91075553561029
717	285	PX002_2_01	285	198	287	496	298	4	PASS	simulation	5.3254798675681
737	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.21966936356468
738	295	PX002_2_01	295	344	297	386	42	4	PASS	simulation	5.73735341506539
745	317	PX002_2_01	317	227	319	659	432	4	PASS	simulation	5.43881221980511
748	295	PX002_2_01	295	344	301	458	114	4	PASS	simulation	5.99361972948544
750	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
760	317	PX002_2_01	317	227	319	659	432	4	PASS	simulation	5.37457132355042
767	317	PX002_2_01	317	227	318	517	290	3	PASS	simulation	5.30395632133361
780	285	PX002_2_01	285	198	287	496	298	4	PASS	simulation	5.3254798675681
783	198	PX002_2_01	198	475	199	610	135	3	PASS	simulation	4.96501218068362
790	298	PX002_2_01	298	561	299	569	8	3	PASS	simulation	5.40888517105447
797	318	PX002_2_01	318	517	319	659	142	3	PASS	simulation	5.21966936356468
