mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
13	406	KX008_2_01	406	703	407	755	52	3	PASS	simulation	5.48808218491507
15	676	KX008_2_01	676	451	677	571	120	3	PASS	simulation	5.55437174992332
21	445	KX008_2_01	445	467	447	489	22	3	PASS	simulation	5.77412582547849
28	661	KX008_2_01	661	263	672	534	271	5	PASS	simulation	6.62146391009317
29	648	KX008_2_01	648	648	649	726	78	3	PASS	simulation	6.35709712433668
32	668	KX008_2_01	668	616	669	710	94	3	PASS	simulation	6.16953415839792
39	672	KX008_2_01	672	534	673	709	175	3	PASS	simulation	6.46507782629891
41	406	KX008_2_01	406	703	407	755	52	3	PASS	simulation	5.42371741526749
43	597	KX008_2_01	596	449	599	463	14	3	PASS	simulation	6.30217623234187
46	469	KX008_2_01	469	402	473	874	472	6	PASS	simulation	7.18024518414737
58	471	KX008_2_01	471	606	478	865	259	5	PASS	simulation	6.40774567005988
62	676	KX008_2_01	676	451	677	571	120	3	PASS	simulation	5.55437174992332
65	417	KX008_2_01	417	469	418	665	196	3	PASS	simulation	5.62145482300875
83	533	KX008_2_01	533	408	540	856	448	6	PASS	simulation	6.37406521016348
91	644	KX008_2_01	644	527	649	726	199	4	PASS	simulation	5.57200125157516
92	445	KX008_2_01	445	467	446	981	514	3	PASS	simulation	5.79384351405271
94	662	KX008_2_01	662	554	665	613	59	3	PASS	simulation	5.72566361270825
97	558	KX008_2_01	558	647	560	708	61	4	PASS	simulation	6.64899857226278
100	648	KX008_2_01	648	648	649	726	78	3	PASS	simulation	6.175852150521
110	582	KX008_2_01	582	566	584	704	138	4	PASS	simulation	5.89152861471277
112	533	KX008_2_01	533	408	540	856	448	6	PASS	simulation	6.37406521016348
117	491	KX008_2_01	491	956	492	1123	167	3	PASS	simulation	7.42092079102321
123	515	KX008_2_01	513	917	514	1021	104	3	PASS	simulation	6.96180517024211
128	644	KX008_2_01	644	527	647	706	179	4	PASS	simulation	5.52216437533813
131	445	KX008_2_01	445	467	447	489	22	3	PASS	simulation	5.77412582547849
160	595	KX008_2_01	595	381	597	482	101	4	PASS	simulation	7.53559774904824
174	406	KX008_2_01	406	703	407	755	52	3	PASS	simulation	5.48808218491507
176	661	KX008_2_01	661	263	668	616	353	5	PASS	simulation	6.66117328119864
185	579	KX008_2_01	572	306	574	501	195	4	PASS	simulation	7.42046291593398
199	471	KX008_2_01	471	606	473	874	268	4	PASS	simulation	6.88611310779214
217	605	KX008_2_01	605	792	606	839	47	3	PASS	simulation	6.12616049316365
232	583	KX008_2_01	583	662	584	704	42	3	PASS	simulation	6.19929199303571
240	637	KX008_2_01	637	19	638	22	3	4	PASS	simulation	6.90340057300187
241	484	KX008_2_01	484	731	513	917	186	5	PASS	simulation	6.90357453434283
245	582	KX008_2_01	582	566	583	662	96	3	PASS	simulation	5.83411457132255
248	558	KX008_2_01	533	408	535	684	276	4	PASS	simulation	6.45641650300061
256	671	KX008_2_01	671	468	674	637	169	4	PASS	simulation	7.06327537721034
257	662	KX008_2_01	662	554	665	613	59	3	PASS	simulation	5.72566361270825
261	406	KX008_2_01	406	703	407	755	52	3	PASS	simulation	5.48808218491507
262	437	KX008_2_01	437	613	438	721	108	3	PASS	simulation	5.53192953646204
265	504	KX008_2_01	504	780	515	1037	257	6	PASS	simulation	8.0308394387079
266	596	KX008_2_01	596	449	599	463	14	3	PASS	simulation	6.30217623234187
272	604	KX008_2_01	604	611	605	792	181	3	PASS	simulation	6.76600640460429
280	666	KX008_2_01	666	452	672	534	82	4	PASS	simulation	6.4802892668297
282	595	KX008_2_01	595	381	597	482	101	4	PASS	simulation	7.53559774904824
285	417	KX008_2_01	417	469	418	665	196	3	PASS	simulation	5.62145482300875
291	666	KX008_2_01	666	452	668	616	164	4	PASS	simulation	6.7501994619163
320	381	KX008_2_01	381	416	382	428	12	3	PASS	simulation	7.09550646204361
322	595	KX008_2_01	595	381	598	490	109	5	PASS	simulation	5.53668484468945
328	676	KX008_2_01	676	451	676	451	0	2	PASS	simulation	6.29735858324371
332	406	KX008_2_01	406	703	407	755	52	3	PASS	simulation	5.42371741526749
333	662	KX008_2_01	662	554	665	613	59	3	PASS	simulation	5.77246813714039
340	514	KX008_2_01	514	1021	516	1056	35	4	PASS	simulation	6.53871098447238
342	661	KX008_2_01	661	263	664	637	374	5	PASS	simulation	5.81673576523856
349	623	KX008_2_01	623	690	624	856	166	3	PASS	simulation	6.22465946472401
369	662	KX008_2_01	662	554	664	637	83	4	PASS	simulation	5.72768515777911
374	544	KX008_2_01	544	1035	547	1094	59	4	PASS	simulation	7.27094855134927
375	437	KX008_2_01	437	613	438	721	108	3	PASS	simulation	5.53192953646204
381	668	KX008_2_01	668	616	670	632	16	3	PASS	simulation	6.36623987265153
396	597	KX008_2_01	597	482	598	490	8	3	PASS	simulation	6.57927228846062
404	406	KX008_2_01	406	703	407	755	52	3	PASS	simulation	5.42371741526749
417	406	KX008_2_01	406	703	407	755	52	3	PASS	simulation	5.48808218491507
418	414	KX008_2_01	414	278	416	731	453	4	PASS	simulation	5.7969957593321
422	437	KX008_2_01	437	613	438	721	108	3	PASS	simulation	5.53106526855113
425	445	KX008_2_01	445	467	447	489	22	3	PASS	simulation	5.48110675885547
427	644	KX008_2_01	644	527	650	1089	562	5	PASS	simulation	5.84925986144104
432	518	KX008_2_01	482	582	483	611	29	3	PASS	simulation	6.59838857890769
437	612	KX008_2_01	612	494	619	674	180	7	PASS	simulation	6.19469624134657
449	672	KX008_2_01	672	534	674	637	103	3	PASS	simulation	6.4478514243244
450	417	KX008_2_01	417	469	418	665	196	3	PASS	simulation	5.60479490977073
476	612	KX008_2_01	612	494	615	557	63	4	PASS	simulation	6.19469624134657
479	513	KX008_2_01	513	917	517	1128	211	4	PASS	simulation	6.51262245233348
