mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
100	131	PD5179	131	726	133	741	15	3	PASS	simulation	5.11523739409759
108	93	PD5179	93	662	130	704	42	4	PASS	simulation	5.32236288689324
119	157	PD5179	157	777	159	827	50	4	PASS	simulation	6.54149500948722
130	93	PD5179	93	662	95	683	21	4	PASS	simulation	5.04153627731754
145	93	PD5179	92	464	171	484	20	3	PASS	simulation	3.57630941037232
175	162	PD5179	162	791	163	826	35	3	PASS	simulation	5.96845565954563
294	124	PD5179	124	725	125	746	21	3	PASS	simulation	5.02776104901908
325	100	PD5179	100	734	101	738	4	3	PASS	simulation	6.03408039493795
330	93	PD5179	93	662	95	683	21	4	PASS	simulation	5.28457432600384
336	134	PD5179	134	757	135	759	2	3	PASS	simulation	6.47857717436822
342	126	PD5179	92	464	93	662	198	3	PASS	simulation	5.52243402958946
371	143	PD5179	143	763	146	806	43	4	PASS	simulation	5.25971012553976
403	167	PD5179	167	808	170	815	7	4	PASS	simulation	6.05136021238291
425	167	PD5179	167	808	170	815	7	4	PASS	simulation	6.03408039493795
432	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.17271689914927
450	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.17271689914927
451	114	PD5179	114	731	115	736	5	3	PASS	simulation	5.61509778352634
458	102	PD5179	102	745	104	763	18	4	PASS	simulation	5.29944887858706
490	103	PD5179	103	756	104	763	7	3	PASS	simulation	5.40418422910707
519	127	PD5179	127	743	129	764	21	3	PASS	simulation	4.87366934016743
520	120	PD5179	120	790	121	812	22	3	PASS	simulation	5.27786344040421
534	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.17271689914927
682	143	PD5179	143	763	146	806	43	4	PASS	simulation	5.22721115354152
704	92	PD5179	92	464	137	710	246	6	PASS	simulation	5.02183167902028
706	166	PD5179	166	805	170	815	10	5	PASS	simulation	5.16675363108498
723	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.17271689914927
730	92	PD5179	92	464	97	714	250	7	PASS	simulation	5.30058527997311
737	92	PD5179	92	464	130	704	240	5	PASS	simulation	5.52243402958946
739	105	PD5179	105	739	109	771	32	6	PASS	simulation	6.35939076664901
825	131	PD5179	131	726	136	778	52	6	PASS	simulation	5.06152087524911
855	106	PD5179	106	750	110	776	26	6	PASS	simulation	5.49192327878996
869	124	PD5179	124	725	125	746	21	3	PASS	simulation	5.03515977109211
898	124	PD5179	124	725	125	746	21	3	PASS	simulation	5.03515977109211
1015	113	PD5179	113	725	116	752	27	5	PASS	simulation	4.87730362482253
1032	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.17271689914927
1047	92	PD5179	92	464	141	740	276	8	PASS	simulation	5.02183167902028
1054	91	PD5179	91	6	95	683	677	6	PASS	simulation	6.63923146324306
1073	114	PD5179	114	731	116	752	21	4	PASS	simulation	5.70329256463618
1100	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.27338706103063
1127	92	PD5179	92	464	96	707	243	6	PASS	simulation	5.45548723995885
1130	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.17271689914927
1166	124	PD5179	124	725	125	746	21	3	PASS	simulation	5.02776104901908
1169	122	PD5179	122	685	123	696	11	3	PASS	simulation	5.20337193572736
1177	134	PD5179	134	757	136	778	21	4	PASS	simulation	5.30248591531254
1181	92	PD5179	92	464	105	739	275	8	PASS	simulation	5.25919259481488
1236	138	PD5179	138	781	139	832	51	3	PASS	simulation	4.68044012925549
1294	92	PD5179	92	464	95	683	219	5	PASS	simulation	4.9203740382615
1474	94	PD5179	92	464	93	662	198	3	PASS	simulation	4.74428277920582
1493	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.17271689914927
1555	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.27338706103063
1592	138	PD5179	138	781	139	832	51	3	PASS	simulation	4.68044012925549
1604	93	PD5179	93	662	113	725	63	5	PASS	simulation	5.32236288689324
1610	138	PD5179	138	781	139	832	51	3	PASS	simulation	4.66148608935282
1652	173	PD5179	173	1014	174	1015	1	3	PASS	simulation	4.27338706103063
1689	92	PD5179	92	464	95	683	219	5	PASS	simulation	4.67733598957521
1707	108	PD5179	108	767	111	787	20	4	PASS	simulation	5.33820146757907
1847	117	PD5179	117	747	119	771	24	4	PASS	simulation	5.09658384364845
1869	166	PD5179	166	805	169	810	5	4	PASS	simulation	5.01765955904767
1874	92	PD5179	92	464	141	740	276	8	PASS	simulation	5.02183167902028
1997	127	PD5179	127	743	128	769	26	3	PASS	simulation	4.8325670558772
