mut_ref1	node	Sample_ID	lesion_node	lesion_timing	lesion_repair_node	lesion_repair_timing	lesion_duration	no_of_cell_divisions	result	data_type	by_chance_prob
11	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
24	66	PD34205	66	1126	66	1126	0	2	PASS	simulation	3.99292875224311
28	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.37464515408983
50	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
65	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
69	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
93	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.37464515408983
98	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
107	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
129	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
130	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
131	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
148	66	PD34205	66	1126	66	1126	0	2	PASS	simulation	3.99292875224311
163	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
164	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
166	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
194	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
197	53	PD34205	53	25	55	31	6	4	PASS	simulation	5.16246885235007
200	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
203	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
206	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.13443365065849
212	59	PD34205	59	943	61	2477	1534	4	PASS	simulation	5.40836667748828
217	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
243	66	PD34205	66	1126	66	1126	0	2	PASS	simulation	3.99292875224311
251	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.30342456929623
261	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
287	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
288	66	PD34205	66	1126	66	1126	0	2	PASS	simulation	3.99292875224311
293	66	PD34205	66	1126	66	1126	0	2	PASS	simulation	3.99292875224311
311	59	PD34205	59	943	61	2477	1534	4	PASS	simulation	5.40836667748828
312	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.30342456929623
317	59	PD34205	59	943	61	2477	1534	4	PASS	simulation	5.52586322127811
331	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
333	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
336	58	PD34205	58	573	59	943	370	3	PASS	simulation	5.49464826395384
345	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
356	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
358	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
399	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
407	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.37464515408983
414	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.30342456929623
419	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
421	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
425	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
430	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.30342456929623
444	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
459	58	PD34205	58	573	59	943	370	3	PASS	simulation	4.17853807161698
465	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
471	58	PD34205	58	573	59	943	370	3	PASS	simulation	4.17853807161698
483	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
498	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
501	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
513	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.30342456929623
520	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
533	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
534	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
552	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
561	59	PD34205	59	943	61	2477	1534	4	PASS	simulation	5.52586322127811
582	65	PD34205	65	11	67	2292	2281	4	PASS	simulation	6.20035165094883
588	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.30342456929623
591	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
603	52	PD34205	52	4	54	27	23	7	PASS	simulation	6.89258827262588
608	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
612	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
617	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
618	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.13443365065849
624	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.30342456929623
635	59	PD34205	59	943	61	2477	1534	4	PASS	simulation	5.52586322127811
636	53	PD34205	53	25	56	36	11	5	PASS	simulation	5.34126341353354
638	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
642	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
645	59	PD34205	59	943	60	1018	75	3	PASS	simulation	4.37464515408983
648	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.13443365065849
654	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
677	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.13443365065849
689	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
690	75	PD34205	75	18	79	121	103	5	PASS	simulation	6.50898769884775
694	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
696	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	4.01274211182839
699	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
704	66	PD34205	66	1126	67	2292	1166	3	PASS	simulation	3.99817482357891
707	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
715	58	PD34205	58	573	60	1018	445	4	PASS	simulation	4.20565423545209
