number_drivers_per_year	gamma_shape	gamma_rate
189.595730883143	0.699103931005631	37.4779406015746
138.386338624059	0.661790102153387	27.3641634073263
174.931150614531	0.343843882372521	31.4013109155184
214.05891171511	0.509562026231911	27.8695306335573
218.478060782249	1.07521907164184	35.0007370906897
152.977558872045	0.363830370379439	24.8681749633423
277.700352033149	0.58334102684036	36.6482497701967
145.696103041102	0.704645021372412	28.2267244218191
173.924842394964	1.60668438791495	38.5832558336758
105.314630172437	0.503558634619731	30.0346527026078
95.8106508715128	0.49226604717427	26.4719264149692
176.522209314666	0.814686010111526	37.8396908387251
109.318438092217	0.600382673089734	28.1173400125461
188.485094032152	0.780653593091126	35.0672544846011
284.613601017743	0.674536089849977	38.2330697045916
209.386290058045	1.2304213941497	45.465292340706
190.706429271534	1.72746349179183	40.2767564823456
228.917714637773	2.63541409084666	49.620664045547
228.917714637773	2.63541409084666	49.620664045547
177.066579270561	0.483012280824462	28.8930464867531
150.483059198521	2.88030047322589	45.9958830668197
248.180868288154	0.341116323679602	30.8562565371896
249.71401807969	0.414139690513575	31.7485879987273
127.556363821348	1.23721840242094	34.3626664382057
229.387335585067	0.520526799798104	37.6207705384726
339.490094173929	0.943762449740764	49.1145814002876
181.644634038988	0.698869011180731	32.6585715587538
389.68417014892	1.02587186403108	48.035608169448
190.636239481423	0.647298389359255	33.1383461718757
208.619254542974	0.355919969523842	29.7885229162068
222.112821446228	0.565208110883136	36.6441396240168
316.802900887459	0.378934486452639	38.778540977443
119.758006222661	3.99085292692977	52.1234296921773
229.92697350329	0.876292195011673	36.4467788960247
200.841252551221	0.943827158340121	38.8732044615484
192.020115704452	0.367953712628216	19.3425180289088
216.775842202643	0.418379026529185	34.2815401460096
232.273069265629	0.396462653502004	36.7972844922553
285.325803935987	0.43162655752479	35.1264714460629
285.325803935987	0.43162655752479	35.1264714460629
217.147475508001	0.143667314887345	26.8640311894644
293.121909483527	0.103015259906819	30.4497108723252
293.121909483527	0.103015259906819	30.4497108723252
141.612892198366	0.544020886528074	31.0174928710184
141.612892198366	0.544020886528074	31.0174928710184
285.325803935987	0.43162655752479	35.1264714460629
141.612892198366	0.544020886528074	31.0174928710184
141.612892198366	0.544020886528074	31.0174928710184
285.325803935987	0.43162655752479	35.1264714460629
285.325803935987	0.43162655752479	35.1264714460629
285.325803935987	0.43162655752479	35.1264714460629
285.325803935987	0.43162655752479	35.1264714460629
293.121909483527	0.103015259906819	30.4497108723252
293.121909483527	0.103015259906819	30.4497108723252
195.0349739258	0.302722994847273	27.9732597345471
207.015918080261	0.918013875053215	36.4139622341186
274.248645151641	0.661093342806797	42.0944544558874
172.620798397195	0.251490731308085	26.5324706212771
292.420447587984	0.42730412913012	35.375564741426
247.66008675459	0.943274455905811	42.466934338997
236.376852704523	1.49952877925229	42.5129543593076
334.533788291907	0.89315016251218	52.7763395671715
193.174891198772	0.357532207590626	29.273260665107
368.552113300722	3.09543775402584	57.2199289894432
176.380484796749	1.25904303712279	37.0310467565855
349.461045179043	0.553377129435099	45.7132551184138
180.19177888138	2.52728044116183	44.9499540545124
268.41233821297	0.912191619268296	45.9547633968462
272.228829817791	0.951897000883889	43.8677538377717
310.871706988484	0.431648467541317	33.5045860397943
199.988012784761	0.583814303125789	33.0352360176058
158.465304670552	1.11276482086729	34.803226919482
192.770584132035	0.786968321908	33.282153204614
158.050485315178	1.82915857312877	40.7181524899729
249.831824206406	0.632718998804917	37.2848107830301
249.484406249573	0.55297358388898	34.2470701459475
235.578259571101	1.11539796273866	38.5111303914733
263.560748218372	0.803030710807034	41.2093959854664
186.228011097244	0.853747358552381	35.9018850595754
260.831742327357	1.53118187375134	48.2217909347653
266.077907289478	1.93588418406774	50.7453737071763
324.771615672846	1.21464393659546	47.7436668267497
231.663536596008	0.819661378056764	39.5899148235607
259.655551111822	0.650088332091063	35.9964644712211
236.642667912371	0.684986742982407	34.5492952480321
353.97183131742	1.04432253726115	50.7032474769835
239.884545777658	0.246280869813875	28.8763406944269
222.349243307818	0.109508966015512	25.5183266835982
323.437496873882	3.15864256145827	65.5511770729894
155.307112090646	0.802249054526932	31.9262996256015
215.817802107303	0.293070517214359	30.8758055211379
238.592149395921	0.350821979578018	34.1557246001917
167.728412161234	1.727728913241	43.59458633
176.846524238814	0.435630423453307	30.1707667481566
163.5704510838	0.917026602058231	36.9797017054209
205.180277932708	0.743852472053853	32.4027575933105
219.760329584332	0.952786673629772	42.645892463805
238.182649348858	1.18937639699743	47.88425960225
310.967429158712	0.393760046590233	35.366924883307
226.099578746844	0.352512279275489	32.1052680436126
129.140537815452	0.428727176367228	27.3326417728022
293.082534186987	0.607561131348468	39.7445103265832
199.167349854518	2.44660959888716	51.339881146601
251.811440506006	0.357190712561162	30.6335269704229
213.568978661965	0.822605985702474	37.369135682812
231.935244162002	2.76435268826892	59.5750455852551
82.9619556356449	0.665457394163348	26.3639089773328
178.405619707572	1.13491086260519	42.0930178482977
228.592304913108	0.391600394801052	32.518659131311
182.971400556889	0.344058869057705	28.2253671940997
316.1852685854	1.02000328492075	41.0193608470212
316.1852685854	1.02000328492075	41.0193608470212
369.548883003571	1.14799624801756	50.4538319691381
259.101151540167	2.27162402837267	52.4212744272796
204.499295108925	0.361519033494407	28.8037731887574
166.819783158641	1.78689247484845	33.8464891109073
215.067355631615	1.97845054687824	49.3292030232384
198.709586378047	1.51382981699247	40.8206538527508
213.227015693486	1.34906249313769	41.6256799982229
237.921124785348	1.24020670091369	38.3617561776006
167.651444411081	0.594239726553807	31.0889142679088
303.237582880834	3.40766427818895	60.7516950319632
199.113715977846	0.947784128490517	40.6219714164103
232.013259718752	1.18662328470098	40.5793721313721
248.380995142093	1.12830271070329	41.2725421207382
146.943594640096	3.45435520177287	53.9230170237484
146.943594640096	3.45435520177287	53.9230170237484
310.983791309141	0.43787607903126	36.3985064296238
247.759334180781	0.403176251075269	36.0920457009485
130.834292049112	3.21676461222721	41.8067300415899
152.512574766579	1.64545559961214	34.6116929832108
137.000960543079	1.75434045274648	39.2638849108088
308.505264767924	0.605322920736301	46.3998241543321
195.753249883469	0.600048646735835	36.2862963363865
212.27061328206	0.65042848901703	33.0992141751345
132.450226122655	0.837178414311623	29.8576764146837
163.649970941837	2.50859483628004	44.1759433014292
236.917784813966	3.84758305858503	70.1123006002573
232.84732237738	2.17955971561069	45.3380376789936
262.008444492856	0.658180014015258	42.9331123520147
241.069106476174	1.05040846840913	51.1362995822246
370.133457294715	1.82307986639031	54.4816996180818
